 AccelerationX, AccelerationY, AccelerationZ, GyroX, GyroY, GyroZ
-0.762703,-8.466047,-5.171326,-0.05405,0.153564,0.100544
-0.620398,-8.451831,-5.083189,-0.076848,0.072705,0.125429
-0.667833,-8.425495,-5.199009,-0.046497,0.065747,0.150281
-0.720505,-8.484302,-5.229385,-0.00825,0.091006,0.173677
-0.866102,-8.468441,-5.09935,-0.015198,0.129005,0.17973
-0.933739,-8.481609,-4.931008,-0.051559,0.173541,0.176343
-0.810138,-8.509442,-4.95914,-0.0976,0.162246,0.219918
-0.873135,-8.520066,-5.048922,-0.113454,0.117806,0.26893
-0.956484,-8.458415,-5.046079,-0.140518,0.095531,0.305891
-1.05719,-8.411728,-5.055955,-0.18709,0.066781,0.335586
-1.113004,-8.438214,-5.146187,-0.216727,0.046672,0.3648
-1.085621,-8.533384,-5.289689,-0.223477,0.017784,0.437808
-1.147122,-8.511836,-5.414637,-0.22369,-0.013464,0.53508
-1.333421,-8.388834,-5.551256,-0.23754,-0.09521,0.645083
-1.729362,-8.324789,-5.733514,-0.244037,-0.230153,0.743713
-2.548328,-8.410082,-5.835867,-0.231631,-0.433524,0.779564
-3.552696,-8.1548,-6.093991,-0.158227,-0.628979,0.672643
-4.240879,-8.13011,-5.530755,-0.232334,-0.719753,0.571597
-5.470601,-8.015937,-6.067655,-0.277603,-0.873899,0.374872
-6.608296,-7.91972,-6.527641,-0.199339,-0.966151,0.069363
-7.713669,-7.715913,-7.117213,-0.047495,-1.006269,-0.277142
-8.892514,-7.454197,-7.394791,0.153411,-0.833282,-0.763794
-9.693973,-7.082198,-7.755717,0.377778,-0.708716,-1.345465
-9.763405,-6.562806,-7.932289,0.687344,-0.636563,-1.968421
-9.289353,-6.06137,-7.617153,0.933713,-0.679608,-2.491741
-8.582914,-5.60333,-7.274333,1.043163,-0.867222,-3.001465
-7.832481,-5.018097,-6.974459,1.116967,-1.033885,-3.487123
-6.969072,-4.055478,-6.496816,1.13374,-1.085835,-3.967418
-5.799355,-3.449296,-6.189311,1.134307,-1.067622,-4.418923
-4.616619,-2.639458,-6.023213,1.182734,-1.082183,-4.873541
-3.323302,-1.754052,-5.813271,1.259765,-1.137077,-5.322228
-1.442806,-0.344915,-5.13646,1.299351,-1.234002,-5.988121
-0.044891,0.663643,-4.650886,1.189521,-1.198289,-6.477745
1.223287,1.8579,-4.504391,1.046175,-1.18529,-6.986444
2.191443,3.421165,-4.362684,0.966752,-1.045476,-7.570846
3.65011,5.07047,-4.316596,0.788721,-0.913341,-8.094874
5.979818,6.80477,-3.865289,0.574541,-0.35773,-8.334504
10.645818,7.343166,-2.573617,0.054394,0.039681,-7.752258
14.980969,7.583783,-2.804209,-0.867907,-0.712184,-6.732543
17.636438,7.664737,-5.379322,-0.885332,-1.633021,-5.24733
16.89618,7.084592,-7.182455,-0.542346,-1.852267,-4.426049
17.457172,8.31596,-7.057508,-0.14114,-0.899994,-3.637459
18.253992,8.882638,-6.781576,0.10539,-0.351737,-2.754513
