SamplingTime, AccelerationX, AccelerationY, AccelerationZ, GyroX, GyroY, GyroZ, MagneticFieldX, MagneticFieldY, MagneticFieldZ
1647835227.742513, -4.783016, -7.611466, -4.332458, 0.310406, 0.049837, -0.002345, , , 
1647835227.762897, -4.551377, -7.691223, -3.570054, 0.210295, -0.045967, -0.001166, , , 
1647835227.782417, -4.516362, -7.585429, -3.357718, 0.145976, 0.083126, 0.005750, , , 
1647835227.802823, -4.384531, -7.817368, -3.538929, 0.145450, 0.181673, 0.087721, , , 
1647835227.822876, -4.840776, -7.649624, -3.682133, 0.153573, 0.242121, 0.110640, , , 
1647835227.842820, -4.883274, -7.591265, -3.818452, 0.163531, 0.167452, 0.075833, , , 
1647835227.862835, -4.904372, -7.673416, -3.673005, 0.119196, 0.106304, 0.018570, , , 
1647835227.882434, -4.916194, -7.563133, -3.329586, 0.074314, 0.211540, -0.044509, , , 
1647835227.902828, -4.679916, -7.616105, -3.357120, 0.037414, 0.251625, -0.019300, , , 
1647835227.922509, -4.917989, -7.699603, -3.613449, -0.001002, -0.020683, -0.072433, , , 
1647835227.942819, -4.547786, -7.936928, -3.692906, -0.020997, -0.079852, -0.061617, , , 
1647835227.962809, -4.631882, -7.849839, -3.656245, -0.018154, 0.040938, -0.057129, , , 
1647835227.982489, -4.393510, -8.219444, -3.694403, 0.006709, 0.032316, -0.008870, , , 
1647835228.002880, -4.823718, -8.112902, -4.011036, 0.034401, -0.137503, 0.009252, , , 
1647835228.022879, -5.301211, -8.244733, -3.878008, 0.015161, -0.235355, -0.085542, , , 
1647835228.042823, -5.584326, -8.317157, -3.954174, 0.006478, -0.103436, -0.117038, , , 
1647835228.062838, -5.730821, -8.503007, -3.830573, 0.003069, 0.113449, -0.162792, , , 
1647835228.082547, -5.668422, -8.659079, -3.689614, -0.030998, 0.198000, -0.234399, , , 
1647835228.103197, -6.058527, -8.799290, -4.181922, -0.040883, -0.107751, -0.357823, , , 
1647835228.122883, -6.307075, -8.706215, -4.496311, 0.048739, -0.299251, -0.516409, , , 
1647835228.142478, -6.493075, -8.301595, -4.386626, 0.060674, -0.222768, -0.632690, , , 
1647835228.162832, -6.540061, -8.154651, -4.308815, 0.051624, 0.002058, -0.709382, , , 
1647835228.182506, -6.564153, -8.172607, -4.512920, 0.094392, -0.021324, -0.774328, , , 
1647835228.202839, -6.952163, -8.275558, -4.886266, 0.222549, -0.267187, -0.820395, , , 
1647835228.222474, -7.875427, -7.941717, -4.937442, 0.297344, -0.497734, -0.987151, , , 
1647835228.242911, -8.217199, -8.102577, -4.755184, 0.326248, -0.503267, -1.189085, , , 
1647835228.262831, -8.401703, -7.844452, -4.693383, 0.352773, -0.415013, -1.406182, , , 
1647835228.282636, -8.497920, -7.703793, -4.701165, 0.395489, -0.483208, -1.640089, , , 
1647835228.302828, -8.672098, -7.476793, -4.597466, 0.394177, -0.688073, -1.961047, , , 
1647835228.322885, -8.697985, -7.054366, -4.628890, 0.339321, -0.778260, -2.300686, , , 
1647835228.342829, -8.498668, -6.828712, -5.131373, 0.369206, -0.821185, -2.611204, , , 
1647835228.362831, -8.319252, -6.545448, -5.606921, 0.452890, -1.015596, -2.961750, , , 
1647835228.382689, -8.055441, -6.338649, -5.780650, 0.494169, -1.239943, -3.345408, , , 
1647835228.402820, -8.042423, -5.153369, -5.940912, 0.540070, -1.327849, -3.902282, , , 
1647835228.422886, -6.728754, -4.739023, -6.526444, 0.609674, -1.457399, -4.337173, , , 
1647835228.442828, -4.691289, -3.941454, -6.514623, 0.718888, -1.533103, -4.685338, , , 
1647835228.462859, -2.019659, -3.128773, -6.580763, 0.901963, -1.745135, -4.711867, , , 
1647835228.482716, 1.254412, -2.228553, -6.273407, 1.083723, -2.168112, -4.616246, , , 
