SamplingTime, AccelerationX, AccelerationY, AccelerationZ, GyroX, GyroY, GyroZ, MagneticFieldX, MagneticFieldY, MagneticFieldZ
1647835498.817813, -3.811569, -8.405892, -3.799299, 0.052621, 0.275680, 0.084240, , , 
1647835498.837866, -3.701585, -8.414721, -3.546710, 0.085565, 0.017403, 0.096378, , , 
1647835498.857893, -3.922002, -8.543559, -3.229628, 0.092753, -0.068971, 0.094865, , , 
1647835498.877807, -3.712210, -8.491934, -2.945616, 0.024860, -0.017979, 0.101936, , , 
1647835498.897863, -3.491494, -8.400206, -2.924817, -0.056878, 0.105092, 0.128495, , , 
1647835498.917798, -3.589208, -8.416666, -3.388992, -0.078839, 0.098998, 0.153484, , , 
1647835498.937800, -3.733608, -8.350826, -3.560627, -0.038012, 0.093103, 0.141033, , , 
1647835498.957849, -3.784185, -8.352621, -3.495235, 0.002896, 0.091431, 0.142627, , , 
1647835498.977779, -4.009240, -8.350227, -3.623923, 0.014161, 0.075436, 0.146136, , , 
1647835498.997846, -3.920505, -8.244433, -3.647716, -0.007385, 0.105232, 0.138879, , , 
1647835499.017797, -4.106355, -8.208969, -3.873220, -0.007054, 0.078751, 0.138595, , , 
1647835499.037800, -4.088997, -8.283190, -3.757999, -0.010278, 0.112714, 0.136302, , , 
1647835499.057944, -4.120271, -8.289325, -3.773711, -0.005041, 0.103387, 0.168394, , , 
1647835499.077786, -4.199879, -8.232462, -3.817704, 0.026274, 0.073722, 0.198609, , , 
1647835499.096947, -4.261380, -8.150760, -3.865887, 0.072909, 0.019231, 0.212677, , , 
1647835499.117791, -4.251653, -8.283190, -3.839551, 0.121695, -0.014948, 0.262928, , , 
1647835499.137855, -4.340987, -8.257452, -3.542221, 0.158153, 0.078251, 0.294106, , , 
1647835499.157799, -4.684405, -8.060080, -3.475333, 0.105323, 0.132336, 0.319169, , , 
1647835499.177813, -4.614225, -8.290821, -3.530699, 0.093186, 0.268383, 0.351899, , , 
1647835499.197489, -4.793341, -8.195053, -3.888632, 0.131091, 0.237678, 0.344228, , , 
1647835499.216850, -5.162797, -7.970447, -3.615095, 0.064710, 0.442771, 0.342325, , , 
1647835499.237641, -5.604078, -8.129811, -3.173365, -0.125817, 0.627989, 0.201692, , , 
1647835499.257852, -5.830629, -7.979126, -3.475483, -0.244893, 0.818762, 0.090284, , , 
1647835499.277806, -6.056432, -8.043919, -4.043657, -0.243914, 1.031173, 0.022171, , , 
1647835499.297137, -6.420800, -8.126220, -4.038270, -0.261532, 0.973700, -0.174165, , , 
1647835499.317871, -6.575824, -8.040627, -4.133140, -0.319366, 0.824170, -0.306376, , , 
1647835499.337851, -5.982362, -8.982596, -4.481946, -0.238127, 0.863378, -0.339642, , , 
1647835499.357857, -7.397335, -7.787440, -5.228787, -0.121273, 0.720313, -0.691993, , , 
1647835499.377646, -7.214029, -8.245631, -4.923676, -0.122106, 0.479707, -0.927670, , , 
1647835499.397873, -6.927024, -8.441805, -5.201403, -0.136961, 0.149738, -0.992634, , , 
1647835499.417788, -7.300070, -8.497770, -5.955427, -0.014498, 0.049748, -1.089421, , , 
1647835499.437800, -7.710826, -8.399009, -6.375011, 0.172720, -0.032691, -1.304228, , , 
1647835499.457955, -8.220491, -8.363695, -6.502502, 0.266991, -0.229355, -1.514217, , , 
1647835499.477829, -8.662970, -8.322544, -7.210288, 0.480706, -0.469600, -1.751064, , , 
1647835499.497856, -9.203461, -8.258499, -7.523031, 0.728468, -0.656592, -2.055731, , , 
1647835499.517787, -9.267805, -7.524377, -7.153875, 0.955430, -0.501470, -2.582464, , , 
1647835499.537781, -7.431303, -8.211812, -6.489035, 1.138413, -0.021506, -2.686400, , , 
1647835499.557786, -8.400655, -6.021866, -8.047061, 1.376334, -0.912951, -3.095015, , , 
1647835499.577799, -8.436119, -4.999392, -7.588273, 1.552424, -1.573095, -3.812089, , , 
1647835499.597796, -6.565200, -4.353856, -7.431153, 1.649153, -1.885421, -4.282958, , , 
1647835499.617805, -4.508880, -3.354725, -7.237821, 1.743041, -1.884413, -4.589748, , , 
1647835499.637784, -2.695572, -2.306065, -6.796989, 1.817762, -1.951627, -4.837711, , , 
1647835499.657881, -0.841113, -1.457321, -6.472425, 1.935455, -2.193860, -5.066183, , , 
1647835499.677798, 0.964414, -0.377386, -5.772271, 2.021298, -2.500483, -5.273441, , , 
1647835499.697796, 3.346196, 0.624288, -5.256619, 2.050642, -2.847792, -5.336060, , , 
1647835499.717803, 5.386056, 1.299453, -4.226514, 1.975604, -2.782034, -5.268603, , , 
1647835499.737786, 8.035390, 1.592144, -3.338415, 1.750677, -2.651879, -5.089328, , , 
