SamplingTime, AccelerationX, AccelerationY, AccelerationZ, GyroX, GyroY, GyroZ, MagneticFieldX, MagneticFieldY, MagneticFieldZ
1647835325.560392, -2.659509, -8.276456, -4.962282, 0.061150, 0.036414, 0.112852, , , 
1647835325.580443, -2.620753, -8.259696, -5.168333, 0.114526, -0.076621, 0.154573, , , 
1647835325.599860, -2.843264, -8.147319, -5.264401, 0.200216, -0.190865, 0.161513, , , 
1647835325.620398, -2.803311, -8.171111, -5.067477, 0.262004, -0.201759, 0.198786, , , 
1647835325.640390, -2.730587, -8.080281, -4.790349, 0.264606, -0.171881, 0.233000, , , 
1647835325.660375, -2.831892, -8.237400, -4.684405, 0.252799, -0.195795, 0.283807, , , 
1647835325.680359, -3.082385, -8.279149, -4.661960, 0.233663, -0.246415, 0.295565, , , 
1647835325.699689, -3.130119, -8.090307, -4.685303, 0.253916, -0.244060, 0.291686, , , 
1647835325.720477, -3.076998, -8.036437, -4.691588, 0.309144, -0.272015, 0.309845, , , 
1647835325.740435, -3.144934, -8.076690, -4.512920, 0.346468, -0.220034, 0.316112, , , 
1647835325.760443, -3.197307, -7.994090, -4.125958, 0.236295, -0.174571, 0.308294, , , 
1647835325.779579, -3.119944, -8.071752, -3.876063, 0.093253, -0.047102, 0.345890, , , 
1647835325.799681, -3.150620, -8.102577, -4.036923, -0.006111, 0.031361, 0.381200, , , 
1647835325.820369, -3.271078, -7.918074, -4.404134, 0.031291, 0.019230, 0.373103, , , 
1647835325.840433, -3.015497, -7.995586, -4.542399, 0.111864, -0.048957, 0.451388, , , 
1647835325.860378, -2.741211, -8.011448, -4.328268, 0.116124, -0.111216, 0.577556, , , 
1647835325.880361, -2.757971, -8.016835, -4.177283, 0.077728, -0.098568, 0.686486, , , 
1647835325.899810, -2.693627, -7.969549, -4.421193, 0.114298, -0.067330, 0.789482, , , 
1647835325.920379, -2.510171, -7.958476, -4.508132, 0.148574, -0.047161, 0.968810, , , 
1647835325.940437, -2.989161, -7.711574, -4.462493, 0.173493, 0.085577, 1.060635, , , 
1647835325.960382, -3.229928, -7.519290, -4.301782, 0.156172, 0.233865, 1.106416, , , 
1647835325.980361, -3.532645, -7.481282, -4.276044, 0.145620, 0.260980, 1.101464, , , 
1647835325.999887, -3.959710, -7.379827, -4.249109, 0.145009, 0.237494, 0.976935, , , 
1647835326.020364, -4.301782, -7.428310, -4.291756, 0.162278, 0.190682, 0.790812, , , 
1647835326.040438, -4.136881, -7.417087, -4.278139, 0.167795, 0.133787, 0.749526, , , 
1647835326.060372, -4.290409, -7.375488, -4.040963, 0.074543, 0.211765, 0.787456, , , 
1647835326.080388, -4.991312, -7.455694, -4.284873, -0.006268, 0.279350, 0.772031, , , 
1647835326.099848, -5.364059, -7.779659, -4.633977, 0.013942, 0.421042, 0.747697, , , 
