 AccelerationX, AccelerationY, AccelerationZ, GyroX, GyroY, GyroZ
-0.14859,-7.59755,-6.791901,0.028754,0.016314,0.121129
-0.077213,-7.606678,-6.518962,0.115773,-0.187744,0.1952
-0.230592,-7.776666,-6.256199,0.170845,-0.259918,0.260243
-0.490063,-7.836222,-6.070049,0.175319,-0.262902,0.318856
-0.870292,-7.976432,-5.995829,0.153966,-0.225127,0.337388
-1.057639,-7.963414,-5.939715,0.145674,-0.233575,0.380694
-1.160589,-7.901165,-5.936124,0.164397,-0.299829,0.433072
-1.211466,-7.892486,-5.782745,0.176145,-0.351681,0.513869
-1.290175,-7.913435,-5.640141,0.147913,-0.360606,0.609963
-1.869273,-7.994539,-5.464765,0.07886,-0.306291,0.619298
-2.570924,-8.037634,-5.389498,-0.012142,-0.211353,0.499104
-2.800617,-7.935432,-5.509657,-0.112738,-0.150471,0.375157
-2.832341,-7.745691,-5.821801,-0.153111,-0.134463,0.291927
-2.927061,-7.611915,-6.238841,-0.093876,-0.25058,0.191086
-3.154361,-7.600992,-6.373814,0.004546,-0.355582,0.062792
-3.486407,-7.436241,-6.162077,0.050059,-0.412497,-0.121252
-3.88953,-7.585579,-6.003012,0.024024,-0.377086,-0.398738
-3.927538,-7.526323,-6.158036,0.013913,-0.422098,-0.726108
-3.814263,-7.400028,-6.091597,0.041485,-0.503879,-1.017547
-3.523666,-7.344214,-5.654805,0.00352,-0.478093,-1.285096
-3.101389,-7.294684,-5.418078,-0.122686,-0.407822,-1.506114
-3.148674,-7.093421,-5.898116,-0.205255,-0.490361,-1.773331
-3.223044,-6.943933,-6.466439,-0.117988,-0.692343,-2.17956
-3.214365,-6.807763,-6.179285,-0.099489,-0.735116,-2.671714
-2.586636,-6.472126,-5.91712,-0.204035,-0.541237,-3.214816
-2.480543,-5.915174,-5.987449,-0.420733,-0.242569,-3.686171
-4.504092,-5.060145,-7.57675,-0.445781,0.027033,-4.677605
-4.267066,-3.366996,-8.694244,-0.139268,0.214351,-6.140411
-2.728642,-1.337162,-7.93618,0.018348,0.536236,-7.026715
-2.344821,0.378882,-6.63538,0.125198,1.524112,-7.89844
2.365621,1.509993,-5.771223,0.189009,2.059244,-8.258166
9.02195,2.039411,-3.95148,0.169214,1.9936,-7.659984
15.530288,1.682824,-3.536535,-0.126127,0.581066,-6.034381
18.544139,1.286883,-4.212598,-0.328851,-1.312365,-4.056155
17.366342,1.18079,-5.600786,-0.238393,-1.449062,-2.440404
15.837494,2.238279,-5.584625,-0.114673,-0.0806,-1.036799
14.893281,1.848324,-6.018724,-0.178424,0.258629,-0.102528
14.613159,1.353771,-6.213552,-0.128049,-0.349155,0.63816
13.257443,0.71018,-5.989844,-0.147544,-0.445956,1.311311
11.082311,0.055665,-5.901408,-0.20519,0.08553,1.752035
9.792135,-0.830638,-6.332813,-0.226299,0.422433,1.974063
8.996213,-1.658284,-6.643461,-0.18255,0.426244,2.07866
8.776545,-2.240225,-6.09444,-0.213588,0.466157,2.184817
8.476072,-2.354697,-5.853673,-0.463301,0.506367,2.401576
7.723844,-2.481291,-6.084265,-0.540694,0.75148,2.498948
7.369951,-2.951901,-6.814646,-0.43706,0.795267,2.596393
7.596802,-3.220351,-7.22989,-0.328178,0.69513,2.678918
