SamplingTime, AccelerationX, AccelerationY, AccelerationZ, GyroX, GyroY, GyroZ, MagneticFieldX, MagneticFieldY, MagneticFieldZ
1647835391.223595, -8.760085, -4.072986, -4.887314, 0.068566, 0.153076, -0.380778, , , 
1647835391.242846, -8.016086, -4.317643, -5.193023, 0.303760, 0.217414, -0.416960, , , 
1647835391.263545, -7.215226, -4.611981, -5.200505, 0.496709, 0.211814, -0.342831, , , 
1647835391.283663, -6.956503, -4.890755, -4.750096, 0.580842, 0.219954, -0.275893, , , 
1647835391.303582, -7.153426, -5.147234, -4.391714, 0.542804, 0.169199, -0.250309, , , 
1647835391.323550, -7.038654, -5.246893, -4.365527, 0.484466, 0.053853, -0.225127, , , 
1647835391.342777, -6.810456, -5.431546, -4.221726, 0.371376, -0.088500, -0.168624, , , 
1647835391.363601, -6.927174, -5.617396, -4.078672, 0.259794, -0.194893, -0.122728, , , 
1647835391.383551, -6.918046, -5.732617, -4.071938, 0.165026, -0.304758, -0.039137, , , 
1647835391.403588, -7.123348, -5.728726, -3.951181, 0.131498, -0.271367, 0.046700, , , 
1647835391.423570, -7.427861, -5.599439, -4.054581, 0.147974, -0.211376, 0.071366, , , 
1647835391.443537, -7.780407, -5.491102, -4.182072, 0.190745, -0.241658, 0.079021, , , 
1647835391.463033, -8.034941, -5.453542, -3.956269, 0.201358, -0.234389, 0.091746, , , 
1647835391.483549, -8.400505, -5.455188, -3.948039, 0.208402, -0.190365, 0.081366, , , 
1647835391.503558, -8.927379, -5.356727, -4.084957, 0.227328, -0.083578, 0.065380, , , 
1647835391.523551, -9.616910, -4.828207, -4.671536, 0.279059, -0.100138, -0.059503, , , 
1647835391.542776, -10.062081, -4.423886, -5.087828, 0.303701, -0.372151, -0.252374, , , 
1647835391.563548, -10.190022, -4.426879, -4.999093, 0.405599, -0.350642, -0.319579, , , 
1647835391.583547, -10.716596, -3.949086, -5.054160, 0.508044, -0.495591, -0.368360, , , 
1647835391.603562, -11.633426, -3.232322, -4.658668, 0.483497, -0.708205, -0.535125, , , 
1647835391.623554, -12.530503, -3.027169, -4.621408, 0.583021, -0.581126, -0.785138, , , 
1647835391.642768, -12.586468, -2.563442, -4.602105, 0.623595, -0.669422, -1.144639, , , 
1647835391.662633, -12.841301, -2.390461, -4.254047, 0.493057, -0.788560, -1.430500, , , 
1647835391.683547, -13.587543, -1.874061, -4.321235, 0.312875, -0.889218, -1.886172, , , 
1647835391.703170, -13.683910, -1.619977, -4.553772, 0.207829, -0.809606, -2.488568, , , 
1647835391.723656, -12.204443, -1.613093, -5.269189, 0.165356, -0.750513, -3.039431, , , 
1647835391.742874, -10.479570, -1.453430, -6.029647, 0.172126, -0.945042, -3.479445, , , 
1647835391.763653, -9.733477, -0.902464, -6.150704, 0.171457, -1.229789, -4.026014, , , 
1647835391.783610, -8.565107, -0.506374, -5.966650, 0.173611, -1.257515, -4.602617, , , 
1647835391.803741, -6.539762, -0.082001, -6.375759, 0.198432, -1.199585, -5.097273, , , 
1647835391.823671, -3.983353, 0.232986, -7.164948, 0.356288, -1.413197, -5.348714, , , 
1647835391.842890, -1.672499, -0.245555, -6.796989, 0.610418, -1.478991, -5.330648, , , 
1647835391.863561, -0.601992, -0.011522, -5.875670, 0.844684, -1.475987, -5.348961, , , 
1647835391.883560, 1.801786, 0.053121, -5.762993, 0.982995, -1.682296, -5.304745, , , 
1647835391.903557, 3.875913, -0.467019, -4.897938, 1.246777, -1.792569, -5.482527, , , 
1647835391.923559, 8.042722, -2.019210, -3.007117, 1.376114, -1.840127, -5.385802, , , 
1647835391.942782, 10.822390, -4.406379, -2.166004, 1.415432, -2.114806, -4.806018, , , 
1647835391.963554, 12.045378, -5.480926, -1.297508, 1.363995, -2.391116, -3.981302, , , 
1647835391.983554, 11.173739, -5.437681, -0.871340, 1.260350, -2.570025, -3.429732, , , 
