 AccelerationX, AccelerationY, AccelerationZ, GyroX, GyroY, GyroZ
9.397391,-6.096086,-4.4182,0.033665,0.265486,0.319498
10.313473,-6.19784,-4.2738,0.131023,0.258886,0.55482
10.333075,-6.348824,-3.766378,0.105197,0.226662,0.668437
10.654946,-6.78427,-3.607314,-0.082333,0.02975,0.825945
11.440393,-7.128735,-3.989937,-0.144666,-0.160704,1.111588
11.918785,-7.16809,-4.196437,-0.051093,-0.2111,1.490212
11.673379,-6.968623,-3.98455,0.048337,-0.198145,1.81698
10.870873,-6.948871,-4.029292,0.125716,-0.197578,2.035367
9.997887,-6.613234,-3.523666,0.142926,-0.100384,2.14313
9.663148,-6.506542,-3.209278,0.155065,0.093635,2.309523
9.271696,-6.233154,-3.006818,0.298772,0.526847,2.330856
9.631424,-6.241983,-2.607884,0.383288,1.074112,2.405593
10.747571,-6.925228,-2.809446,0.381055,1.388079,2.730065
11.826608,-6.639121,-3.300257,0.485821,1.425502,3.352425
12.931532,-6.386234,-4.768053,0.747239,1.498222,4.037694
13.140127,-5.134515,-5.759701,0.899781,1.142479,4.589842
12.673856,-4.68246,-6.719776,0.838716,0.153975,5.083389
11.754333,-3.332729,-5.892579,0.619054,-0.455164,5.414726
10.279206,-2.239626,-4.604948,0.184472,-0.423803,6.012428
8.599523,-0.329203,-5.521927,0.02353,-0.559353,6.819951
5.555745,1.838298,-6.319944,0.269401,-0.599269,7.25655
2.304569,3.245041,-6.383989,0.644785,-0.343599,7.540172
-2.320281,4.18686,-6.037578,0.904611,-0.21962,7.280114
-6.959495,3.878906,-5.605874,1.022804,-0.049353,6.604607
-11.339538,2.602198,-4.190751,1.230179,0.461332,5.63142
-15.95077,2.618508,-3.086276,1.341723,1.149348,4.021333
-14.953585,0.495749,-4.409671,1.860496,1.698139,2.942374
-12.047024,-1.100136,-4.826411,2.367376,2.063887,2.67884
-11.358841,-1.903091,-3.528604,2.203441,2.157475,2.740568
-11.773038,-1.317409,-3.08029,1.635486,1.871717,2.56861
-10.626963,-0.988057,-4.292654,0.990972,1.104274,2.449966
-11.589881,0.100407,-4.447379,0.758355,0.652459,2.135904
-12.346748,0.466121,-3.704429,0.84244,0.946099,1.764142
-11.42094,0.25618,-3.566463,1.003809,1.306683,1.585994
-10.795306,0.463278,-3.510498,0.939921,0.964395,1.450938
-11.794735,0.140959,-2.494309,0.728634,0.920429,1.112828
-11.49531,-0.959925,-2.241571,0.538971,0.89757,0.833701
-10.601525,-0.731578,-2.58469,0.230203,0.443911,0.610622
-8.17575,-0.754772,-2.669684,-0.251825,-0.636674,0.879924
-9.483433,-1.980603,-1.833061,-0.618292,-0.441912,0.958028
-12.899061,-1.477821,-4.225167,-0.184896,0.52788,0.440487
-11.080365,-0.380977,-5.345953,0.171806,-0.024792,-0.009446
-9.950152,-2.192939,-3.174861,-0.022567,-0.092569,-0.160588
-9.667786,-2.052729,-2.885013,-0.148238,0.077375,-0.2514
-8.938453,-2.63856,-3.63365,-0.185566,0.10895,-0.250569
-8.520964,-2.98138,-4.055179,-0.130515,0.056042,-0.201865
-8.548048,-3.078494,-3.885191,-0.093884,-0.005663,-0.170806
-8.348282,-3.260154,-3.671808,-0.068956,0.037439,-0.075188
-8.403947,-3.145831,-3.800047,-0.019561,0.077317,-0.028661
-8.335712,-3.101838,-3.798551,-0.028976,-0.001958,-0.001564
-8.509891,-3.057695,-3.51813,-0.008492,0.057661,0.044857
-8.466795,-3.213019,-3.400963,0.060328,0.230191,0.122492
-8.506748,-3.099444,-3.578434,0.138855,0.240804,0.167533
-8.766369,-2.851943,-3.50975,0.126088,0.170792,0.131781
-8.803928,-2.696619,-3.379266,0.024912,0.084185,0.103501
-8.901043,-2.639308,-3.337218,-0.039778,0.140934,0.075341
-8.94354,-2.51062,-3.593996,-0.050217,0.150874,0.054644
-8.839542,-2.558803,-3.822642,-0.029159,0.124172,0.046368
-8.894758,-2.496554,-3.913173,0.007847,0.093772,0.021542
-8.713697,-2.703802,-3.680487,0.049819,0.201852,0.047418
-8.498518,-2.751087,-3.80274,0.045342,0.17019,0.081781
-8.806921,-2.637363,-3.863344,-0.002352,0.048366,0.0434
-8.83221,-2.680009,-3.779696,-0.01823,0.067436,0.033303
-8.773402,-2.562843,-3.916764,-0.015356,0.050528,0.017512
-8.783727,-2.550723,-3.795707,-0.01785,0.085896,0.013335
-8.553435,-2.598906,-3.91018,0.000996,0.095429,0.05976
-8.619126,-2.582595,-4.023157,0.027153,0.063006,0.056428
-8.775497,-2.533065,-3.895965,0.018418,0.041603,0.022325
-8.586655,-2.66729,-3.7987,-0.005146,0.058489,0.060116
-8.522909,-2.653673,-3.919458,-0.016075,0.062777,0.086911
-8.535628,-2.683451,-3.938462,-0.03439,0.021094,0.107575
-8.859893,-2.491017,-3.84015,-0.059253,0.033012,0.072505
-8.814104,-2.520047,-3.755754,-0.078185,0.098607,0.054432
-8.706365,-2.433706,-4.053832,-0.083579,0.01036,0.04792
-8.805126,-2.298134,-4.002656,-0.061827,-0.035932,0.036762
-8.985888,-2.240524,-3.917512,-0.020441,0.02118,0.002792
-8.750957,-2.431461,-3.937115,0.017835,0.060432,-0.001715
-8.590545,-2.433856,-3.91018,-0.00647,-0.01164,0.014139
-8.81575,-2.323124,-3.775057,-0.046271,-0.03693,0.000114
-9.06325,-2.174683,-3.841048,-0.050044,-0.073854,-0.065707
-9.041254,-2.226757,-3.805434,-0.007469,-0.015934,-0.081556
-8.871714,-2.331055,-3.713257,-0.020114,0.09583,-0.089345
-8.555829,-2.306514,-4.058321,-0.090558,-0.047806,-0.068532
-8.759935,-2.282273,-3.842095,-0.180929,-0.065682,-0.065715
-9.00953,-2.176629,-3.879804,-0.255126,-0.057785,-0.097454
