SamplingTime, AccelerationX, AccelerationY, AccelerationZ, GyroX, GyroY, GyroZ, MagneticFieldX, MagneticFieldY, MagneticFieldZ
1647835111.714676, 5.379023, -7.154024, -4.758925, 0.005267, -0.041237, -0.072271, , , 
1647835111.734784, 5.636549, -7.066935, -4.379144, -0.037520, -0.048777, -0.011824, , , 
1647835111.754231, 5.465364, -7.061399, -4.382287, -0.055423, -0.079213, 0.015869, , , 
1647835111.774655, 5.185242, -7.023540, -4.607940, 0.019464, -0.158662, 0.011687, , , 
1647835111.794719, 5.184195, -7.132476, -4.173842, 0.001877, -0.034459, 0.003781, , , 
1647835111.814732, 5.229984, -7.171681, -4.217985, -0.064532, 0.060607, -0.019447, , , 
1647835111.834659, 5.458630, -7.090428, -4.311508, -0.110196, 0.128563, -0.042174, , , 
1647835111.854749, 5.711967, -7.080103, -4.419247, -0.146659, 0.195331, -0.067336, , , 
1647835111.874696, 6.133645, -7.057059, -4.474314, -0.179729, 0.311952, -0.097344, , , 
1647835111.894852, 6.830807, -7.000945, -4.532673, -0.221273, 0.416706, -0.084081, , , 
1647835111.914852, 7.481581, -6.835745, -4.665700, -0.264034, 0.477437, -0.047872, , , 
1647835111.934766, 8.085967, -6.713192, -5.227590, -0.234413, 0.450489, 0.031799, , , 
1647835111.954785, 8.103176, -6.375160, -5.810727, -0.131315, 0.382341, 0.109827, , , 
1647835111.974727, 8.457817, -6.403442, -6.337751, 0.065100, 0.446580, 0.255942, , , 
1647835111.994849, 9.020155, -6.358850, -6.422446, 0.221158, 0.523286, 0.471171, , , 
1647835112.014734, 9.190442, -6.083816, -6.342839, 0.315208, 0.607081, 0.712973, , , 
1647835112.034768, 9.292346, -5.764040, -6.019921, 0.372690, 0.848464, 0.922258, , , 
1647835112.054914, 9.977087, -5.293131, -5.657648, 0.322989, 0.922304, 1.142142, , , 
1647835112.074694, 10.169970, -4.312256, -5.370045, 0.287819, 0.975211, 1.327403, , , 
1647835112.094854, 11.934347, -4.850204, -5.009717, 0.208732, 1.183471, 1.919686, , , 
1647835112.114856, 12.772168, -3.758298, -5.017648, 0.122423, 1.299382, 2.819986, , , 
