SamplingTime, AccelerationX, AccelerationY, AccelerationZ, GyroX, GyroY, GyroZ, MagneticFieldX, MagneticFieldY, MagneticFieldZ
1647834894.170510, 8.870517, -5.182998, -3.104382, 0.123843, 0.164130, 0.147151, , , 
1647834894.190614, 8.435072, -4.989217, -2.680458, 0.079316, 0.193275, 0.106533, , , 
1647834894.210508, 8.053945, -5.138406, -2.529025, -0.041364, 0.134463, 0.074545, , , 
1647834894.230533, 7.955633, -5.156961, -2.605191, -0.126714, 0.132932, 0.067115, , , 
1647834894.250573, 8.000225, -5.039944, -2.933944, -0.123342, 0.146934, 0.092887, , , 
1647834894.270595, 7.893683, -4.701165, -3.241599, -0.061997, 0.106955, 0.099038, , , 
1647834894.290522, 7.409905, -4.482544, -3.136404, -0.009537, 0.117942, 0.002273, , , 
1647834894.309732, 7.290194, -4.324227, -3.197307, 0.031329, 0.102325, -0.121635, , , 
1647834894.330564, 7.476194, -4.411317, -3.222147, 0.082722, 0.087464, -0.202838, , , 
1647834894.350708, 7.760505, -4.412514, -3.044676, 0.120444, 0.122925, -0.277134, , , 
1647834894.370622, 8.488492, -4.423886, -2.894889, 0.127482, 0.134832, -0.324188, , , 
1647834894.390634, 9.516203, -4.702960, -3.012355, 0.123063, -0.006946, -0.219401, , , 
1647834894.409780, 10.108020, -4.741267, -3.131316, 0.168333, -0.237039, -0.057802, , , 
1647834894.430508, 10.562769, -4.958990, -2.746598, 0.215398, -0.300935, 0.122708, , , 
1647834894.450565, 11.216087, -5.340566, -2.251896, 0.233775, -0.250237, 0.337001, , , 
1647834894.470601, 11.879729, -5.805640, -1.769614, 0.162255, -0.138516, 0.649892, , , 
1647834894.490518, 12.545617, -6.015731, -1.673996, 0.026796, -0.166026, 1.023349, , , 
1647834894.509728, 12.642432, -5.899163, -1.644517, -0.155758, -0.332766, 1.374989, , , 
1647834894.530170, 12.073510, -5.452645, -1.731457, -0.308283, -0.462463, 1.554393, , , 
1647834894.550550, 11.518205, -5.270685, -1.999458, -0.292561, -0.308418, 1.719984, , , 
1647834894.570512, 11.165808, -5.855319, -1.966388, -0.322525, -0.049978, 1.871260, , , 
1647834894.590500, 11.591827, -5.789030, -2.265513, -0.414596, 0.049103, 2.100557, , , 
1647834894.609787, 11.751640, -5.707328, -2.612224, -0.436455, 0.016149, 2.251588, , , 
1647834894.630516, 10.338013, -5.870582, -3.306392, -0.372632, -0.260636, 2.665943, , , 
1647834894.649808, 9.294889, -5.696554, -2.538452, -0.413612, -0.116900, 2.786757, , , 
1647834894.670627, 8.827122, -5.637896, -2.615516, -0.458183, 0.155083, 2.907303, , , 
1647834894.690614, 8.245631, -4.923676, -3.087323, -0.456499, 0.346076, 2.955215, , , 
1647834894.709807, 7.749731, -4.753089, -3.575441, -0.402841, 0.452476, 2.927526, , , 
1647834894.730549, 7.836970, -4.642357, -3.855712, -0.318599, 0.523714, 2.955015, , , 
1647834894.750522, 7.934684, -4.902427, -4.147655, -0.219515, 0.478044, 3.032990, , , 
1647834894.770521, 7.985710, -5.029769, -3.618985, -0.245550, 0.539016, 3.206831, , , 
1647834894.789827, 7.885752, -4.839430, -3.319561, -0.305830, 0.791598, 3.392616, , , 
1647834894.809822, 7.562834, -4.387075, -3.935918, -0.284648, 0.942070, 3.553655, , , 
1647834894.830513, 7.010073, -4.399346, -4.191200, -0.299149, 1.001657, 3.727743, , , 
1647834894.850641, 6.544251, -4.096778, -4.356998, -0.373871, 1.043947, 3.914150, , , 
1647834894.870066, 5.534047, -3.349787, -4.963479, -0.419173, 1.019070, 4.092970, , , 
1647834894.890515, 4.701165, -3.075053, -5.319318, -0.372008, 1.145302, 4.379564, , , 
1647834894.909940, 2.738219, -2.411260, -5.540931, -0.317408, 1.378473, 4.527552, , , 
