 AccelerationX, AccelerationY, AccelerationZ, GyroX, GyroY, GyroZ
2.088193,-9.305514,-2.379388,0.029845,0.012053,0.008086
2.020856,-9.275586,-2.340182,0.001627,-0.011706,-0.023693
2.081908,-9.286659,-2.351256,-0.021674,0.002196,-0.041979
2.154781,-9.279177,-2.400935,-0.041885,0.02093,-0.042692
2.227954,-9.267955,-2.529324,-0.038901,0.04177,-0.044388
2.230648,-9.264214,-2.59711,-0.01989,0.083843,-0.08598
2.353351,-9.180417,-2.551172,-0.037101,0.123395,-0.162547
2.664896,-9.100959,-2.524686,-0.063517,0.195043,-0.221066
3.101239,-9.09647,-2.545336,-0.085789,0.300357,-0.236609
3.545214,-9.081357,-2.564489,-0.119627,0.396578,-0.25408
3.828478,-8.92304,-2.729839,-0.155009,0.457843,-0.321331
4.26527,-8.519467,-2.874688,-0.144706,0.536666,-0.371522
5.10788,-8.384793,-2.90282,-0.094058,0.616304,-0.374193
5.943007,-8.14687,-2.751237,-0.073518,0.661096,-0.347511
6.875399,-7.742399,-2.484882,-0.137499,0.707915,-0.238852
8.62167,-7.293935,-2.21314,-0.190124,0.876164,0.218772
10.427048,-6.558167,-1.99437,-0.257413,0.955913,1.086318
11.474062,-6.206669,-2.154333,-0.235718,0.68011,2.158623
10.565013,-5.322909,-2.187851,-0.170587,0.183563,3.097436
8.574833,-4.171747,-2.215834,0.056407,-0.090942,3.76
6.948721,-3.479523,-1.415572,0.242095,0.059995,4.323007
4.873996,-2.910302,-0.141108,0.12208,0.69152,4.755538
2.425476,-2.321328,0.450708,-0.286571,1.279224,5.040938
0.248847,-2.109741,-0.64838,-0.574252,1.308616,5.171163
-1.397017,-2.347814,-2.225261,-0.693161,0.768193,5.351531
-3.141193,-1.959355,-3.679289,-0.638478,0.599667,5.612049
-4.952107,-1.408389,-4.837335,-0.392907,0.967496,6.024092
-9.141511,-1.48231,-5.035904,-0.431219,0.755446,5.809065
-12.626421,-2.116774,-4.957643,-0.813737,0.365724,5.079992
-14.606127,-2.529175,-7.014712,-0.919793,0.361899,4.197693
-14.711322,-2.212841,-9.209147,-0.160931,0.886035,3.515737
-16.445771,-2.606986,-10.168025,0.407725,0.26716,2.972692
-17.566557,-3.318214,-8.441805,0.696236,-0.27955,2.263154
-18.074876,-3.794361,-6.161328,0.625956,-0.22069,1.538506
-18.319683,-3.834314,-5.38022,0.570512,-0.060693,0.874296
-18.361432,-3.6335,-5.188534,0.692069,-0.076731,0.271677
-18.198476,-3.709367,-4.316746,0.791799,-0.178577,-0.409187
-16.998233,-3.752612,-3.210176,0.787936,-0.164459,-0.962666
-16.135124,-3.484611,-1.890821,0.513413,-0.105751,-1.514984
-14.669722,-3.405004,-1.747618,0.237395,-0.006948,-1.920274
-13.631088,-3.464111,-2.257583,0.032922,-0.011109,-2.299119
-12.785037,-3.461267,-2.814983,-0.087625,0.007225,-2.641402
-12.031013,-3.46845,-3.328988,-0.117508,0.034343,-2.956038
-11.944223,-3.754856,-3.843741,-0.082873,-0.129726,-3.366121
-11.28507,-3.781043,-3.735553,-0.035336,-0.102592,-3.843874
-9.557653,-3.742287,-3.268085,-0.103298,0.070414,-4.222702
-6.9574,-3.714903,-3.119944,-0.203885,0.305995,-4.360979
-4.370465,-3.728969,-3.455132,-0.178422,0.558571,-4.348203
-1.98599,-3.862296,-3.707721,-0.066686,0.648972,-4.241766
0.490811,-4.469077,-3.69126,0.00945,0.507351,-3.888536
2.193538,-5.320664,-3.626767,0.061117,0.31118,-3.370903
3.603423,-5.957971,-3.775506,0.154083,0.007007,-2.741185
4.406379,-6.566248,-3.824139,0.267496,-0.356101,-2.093593
4.66585,-7.197718,-3.737798,0.345133,-0.70552,-1.434425
3.927837,-7.788188,-3.66253,0.432136,-0.965128,-1.023769
3.049914,-8.047361,-3.460818,0.545109,-1.010796,-0.839
2.364274,-8.391228,-2.747496,0.562478,-0.772683,-0.778745
2.129792,-8.702624,-2.023998,0.467282,-0.466187,-0.701737
1.908628,-8.992322,-1.615936,0.274387,-0.242092,-0.623223
1.644966,-9.161562,-1.708562,0.096511,-0.168864,-0.588792
1.613692,-9.125051,-2.147,0.007459,-0.22119,-0.535211
1.65574,-9.088539,-2.496404,0.017875,-0.274914,-0.431886
1.656788,-9.0842,-2.602497,0.043647,-0.31416,-0.296238
1.531541,-9.078962,-2.587982,0.053145,-0.276119,-0.159135
1.253963,-9.132682,-2.596212,0.049507,-0.196829,-0.059524
0.947056,-9.208698,-2.647688,0.04021,-0.13185,0.022826
0.598102,-9.347861,-2.77084,0.050683,-0.164653,0.047974
0.278326,-9.394548,-2.762011,0.068876,-0.186423,0.049267
0.101005,-9.4556,-2.612822,0.060077,-0.18,0.039498
0.075268,-9.495853,-2.446276,0.003627,-0.143633,0.037505
-0.531962,-9.449914,-2.454955,-0.030661,-0.15362,0.022581
-0.723647,-9.555857,-2.466477,-0.08517,-0.142451,-0.048035
-1.021426,-9.510966,-2.461539,-0.140088,0.098087,-0.105605
-0.504129,-9.401132,-2.814683,-0.174195,0.306557,-0.076018
