SamplingTime, AccelerationX, AccelerationY, AccelerationZ, GyroX, GyroY, GyroZ, MagneticFieldX, MagneticFieldY, MagneticFieldZ
1647835083.793183, 2.548478, -8.557475, -3.900005, -0.064476, -0.032976, -0.536090, , , 
1647835083.813231, 2.785803, -8.291120, -4.351162, -0.187687, -0.383481, -0.471806, , , 
1647835083.833164, 2.952948, -7.905355, -5.087529, -0.162600, -0.199431, -0.392107, , , 
1647835083.853203, 3.682432, -7.463325, -5.534197, -0.029198, 0.488303, -0.194303, , , 
1647835083.873114, 4.451120, -7.323713, -5.866991, 0.081096, 0.971762, -0.037303, , , 
1647835083.893187, 5.241356, -7.239767, -5.902455, 0.108008, 1.049701, 0.094360, , , 
1647835083.913192, 6.404489, -7.289895, -5.940763, 0.086824, 1.026142, 0.383882, , , 
1647835083.933241, 6.806715, -7.325509, -6.001665, 0.123094, 0.993148, 0.796235, , , 
1647835083.953174, 6.227468, -7.476344, -6.024709, 0.254292, 0.786775, 1.067449, , , 
1647835083.973242, 5.195418, -7.761254, -5.911134, 0.324784, 0.588306, 1.230048, , , 
1647835083.993184, 4.259285, -8.162582, -5.169830, 0.296847, 1.027518, 1.307974, , , 
1647835084.013173, 3.844639, -8.857948, -5.035455, 0.192442, 1.310762, 1.316678, , , 
1647835084.033244, 3.388544, -9.533711, -5.675305, 0.069036, 1.122785, 1.245153, , , 
1647835084.052674, 2.653673, -9.722554, -6.796390, 0.279998, 1.011432, 1.213498, , , 
1647835084.073260, 2.029684, -9.783456, -7.031621, 0.685075, 1.007476, 1.115555, , , 
1647835084.093252, 1.645864, -9.838373, -5.677101, 0.660648, 1.244341, 0.991546, , , 
1647835084.113199, 2.256685, -9.881020, -4.864569, 0.548342, 1.830605, 0.917730, , , 
1647835084.133268, 3.247136, -9.737517, -4.667346, 0.434318, 2.221738, 0.970044, , , 
1647835084.153201, 3.622876, -8.961347, -4.884620, 0.411876, 2.412893, 1.145669, , , 
1647835084.173253, 3.938013, -8.365341, -5.328595, 0.594487, 2.459210, 1.352583, , , 
1647835084.193255, 4.007744, -8.305037, -5.096806, 0.788319, 2.361758, 1.440030, , , 
1647835084.213199, 3.486556, -7.494599, -4.537910, 0.766377, 2.247645, 1.468169, , , 
1647835084.233265, 3.777452, -6.738780, -3.638738, 0.417853, 2.341565, 1.653718, , , 
1647835084.253205, 3.551050, -6.560412, -3.773112, 0.170982, 2.508693, 1.859289, , , 
1647835084.272848, 2.657564, -5.976227, -4.242226, 0.033743, 2.765346, 1.942490, , , 
1647835084.293343, 2.369661, -5.674108, -4.365079, -0.148759, 3.178205, 2.096440, , , 
1647835084.313303, 2.303521, -5.338322, -4.642956, -0.143752, 3.397045, 2.410302, , , 
1647835084.333416, 1.555633, -5.078850, -5.016900, 0.043652, 2.969915, 2.566054, , , 
1647835084.353324, 0.837821, -4.920833, -4.314052, -0.042272, 2.220459, 2.814362, , , 
1647835084.373424, 0.200365, -4.753987, -3.391087, -0.193812, 1.970868, 3.004747, , , 
1647835084.393320, 0.176123, -4.621557, -2.782811, -0.392624, 1.797890, 3.336471, , , 
1647835084.413309, 0.071826, -4.267814, -2.707543, -0.535644, 1.261966, 3.881126, , , 
