SamplingTime, AccelerationX, AccelerationY, AccelerationZ, GyroX, GyroY, GyroZ, MagneticFieldX, MagneticFieldY, MagneticFieldZ
1647834985.279982, 8.466047, -5.784092, -1.869273, 0.233710, 0.005588, 0.046732, , , 
1647834985.300046, 8.210765, -5.650615, -1.655441, 0.156969, -0.039800, 0.075022, , , 
1647834985.319989, 7.933187, -5.586121, -1.524658, 0.148286, 0.042377, 0.092245, , , 
1647834985.340010, 7.856273, -5.420772, -1.566706, 0.146886, 0.088790, 0.087574, , , 
1647834985.359779, 7.465570, -5.470003, -1.589900, 0.125425, 0.136639, 0.030892, , , 
1647834985.379982, 7.256227, -5.370045, -1.550545, 0.102275, 0.216902, -0.052582, , , 
1647834985.399966, 7.320122, -5.287894, -1.690007, 0.104431, 0.246685, -0.118726, , , 
1647834985.420063, 7.517494, -5.430798, -1.843535, 0.131609, 0.260566, -0.134158, , , 
1647834985.440033, 7.623886, -5.446809, -1.912069, 0.172219, 0.285142, -0.134464, , , 
1647834985.459993, 7.581688, -5.508011, -1.892616, 0.203686, 0.324325, -0.154755, , , 
1647834985.479980, 7.876475, -5.498134, -1.824082, 0.213524, 0.332151, -0.164446, , , 
1647834985.499982, 8.262988, -5.587618, -1.905485, 0.215149, 0.259554, -0.107483, , , 
1647834985.519983, 8.517223, -5.889886, -1.924040, 0.195359, 0.139249, 0.002271, , , 
1647834985.539969, 8.881141, -5.978621, -1.552939, 0.119568, 0.043232, 0.109098, , , 
1647834985.560028, 9.037812, -5.938219, -1.469741, 0.045143, 0.024485, 0.214672, , , 
1647834985.579979, 9.489418, -6.029049, -1.551742, 0.002257, -0.051838, 0.349531, , , 
1647834985.599984, 9.979781, -6.550835, -1.265635, -0.043571, -0.091007, 0.520580, , , 
1647834985.619982, 10.339210, -6.832603, -1.262343, -0.109673, -0.128155, 0.847621, , , 
1647834985.639997, 10.121039, -6.343587, -1.400009, -0.199163, -0.316420, 1.029451, , , 
1647834985.659200, 10.047716, -6.467936, -1.402404, -0.225564, -0.459478, 1.111001, , , 
1647834985.680018, 10.235661, -6.737583, -1.291373, -0.197164, -0.396291, 1.293690, , , 
1647834985.699986, 10.872519, -7.254581, -1.193210, -0.140791, -0.146902, 1.585207, , , 
1647834985.719982, 11.127351, -7.251438, -1.438017, -0.139871, -0.052270, 1.960517, , , 
1647834985.739976, 10.531345, -7.100604, -1.620426, -0.268457, -0.284362, 2.206762, , , 
1647834985.759618, 10.054600, -6.935254, -1.429488, -0.373174, -0.375209, 2.365359, , , 
1647834985.780111, 9.795726, -6.945579, -1.443105, -0.396619, -0.174473, 2.516361, , , 
1647834985.800083, 9.728988, -6.919243, -1.615637, -0.299150, 0.166092, 2.657535, , , 
1647834985.819987, 9.567828, -6.708403, -1.784728, -0.259746, 0.454197, 2.757403, , , 
1647834985.840092, 9.845107, -6.520758, -2.097770, -0.144636, 0.716068, 2.783174, , , 
1647834985.860074, 10.148871, -6.713341, -2.289455, 0.037790, 0.984517, 2.896919, , , 
1647834985.880103, 10.500968, -6.954108, -1.923741, 0.154052, 1.120083, 3.049530, , , 
1647834985.900108, 10.777499, -7.149834, -1.360655, 0.062361, 1.238850, 3.369711, , , 
1647834985.920104, 10.075549, -6.530784, -1.645265, -0.210041, 1.268970, 3.678843, , , 
1647834985.940113, 8.979304, -5.986252, -2.155530, -0.417630, 1.161685, 3.862719, , , 
1647834985.960052, 8.366837, -5.817012, -2.634669, -0.514454, 1.319595, 4.093395, , , 
1647834985.980096, 7.388806, -5.172373, -3.563769, -0.648031, 1.331682, 4.472827, , , 
1647834986.000085, 5.364508, -3.853019, -4.890007, -0.652456, 1.409060, 4.662668, , , 
1647834986.020095, 3.697096, -3.256713, -5.722741, -0.545529, 1.327141, 4.764026, , , 
1647834986.040099, 2.066645, -2.557157, -6.183624, -0.551032, 1.382360, 5.063931, , , 
1647834986.060090, -0.867300, -1.383400, -7.704092, -0.377773, 1.352939, 5.044895, , , 
1647834986.080006, -2.820968, -0.123750, -8.292766, -0.122823, 1.029429, 4.879364, , , 
1647834986.099970, -5.395782, 0.034117, -7.949049, 0.229440, 0.924066, 4.813613, , , 
1647834986.119992, -8.839692, 0.817021, -7.141155, 0.675790, 1.267684, 4.345944, , , 
1647834986.139983, -11.489624, 0.694318, -6.586898, 0.944766, 1.464755, 3.498380, , , 
1647834986.160045, -11.687445, -0.469862, -5.031415, 0.898881, 1.555681, 2.737190, , , 
