 AccelerationX, AccelerationY, AccelerationZ, GyroX, GyroY, GyroZ
-9.008184,-2.791041,-3.660734,-0.092524,-0.078573,-0.072223
-8.92304,-2.894739,-3.622726,0.019642,-0.018545,-0.073815
-8.799888,-2.942025,-3.487753,0.118139,0.018001,-0.064332
-8.753351,-3.044078,-3.34455,0.147877,0.012418,-0.054518
-8.690204,-3.110517,-3.137601,0.122641,0.019634,-0.04889
-8.609848,-3.232472,-3.044826,0.070956,0.009422,-0.032862
-8.590246,-3.304746,-3.028815,0.007702,0.012256,-0.006886
-8.682123,-3.243096,-3.120094,-0.048142,-0.014916,-0.001211
-8.762628,-3.141342,-3.205088,-0.068771,-0.028488,-0.020865
-8.744672,-3.136404,-3.281852,-0.05183,-0.007394,-0.01539
-8.610148,-3.128324,-3.36924,-0.026201,0.003169,0.023188
-8.727464,-3.050811,-3.399766,-0.017025,-0.012508,0.043696
-8.913164,-2.940977,-3.354127,-0.013565,-0.012646,0.027519
-8.939201,-2.930802,-3.330335,-0.002113,0.014156,0.006777
-8.852261,-2.995894,-3.365948,0.001498,0.016651,-0.001824
-8.800487,-3.050961,-3.382109,-0.000711,-0.01032,-0.003285
-8.787019,-3.064279,-3.340959,-0.010776,-0.010266,-0.003262
-8.833856,-3.04737,-3.348441,0.006872,0.001453,-0.003667
-8.87755,-2.99754,-3.365499,0.014609,-0.009272,-0.017773
-8.849119,-2.988263,-3.323302,0.009684,-0.024124,-0.027789
-8.744822,-3.059042,-3.230826,-0.004154,-0.013683,-0.017786
-8.712201,-3.065925,-3.227234,-0.011191,-0.006995,0.000382
-8.754398,-3.05964,-3.26599,-0.014567,-0.009309,0.00317
-8.825776,-3.060837,-3.28694,-0.00259,-0.011494,-0.003122
-8.81156,-3.074305,-3.233369,-0.000768,0.014037,-0.004381
-8.777592,-3.070863,-3.285892,-0.007878,0.0062,-0.003903
-8.746168,-3.064129,-3.294421,-0.023513,-0.009607,0.002795
-8.768913,-3.051859,-3.281253,-0.027022,-0.009753,0.007024
-8.815151,-3.041534,-3.300257,-0.039563,-0.005614,0.006408
-8.858995,-3.010409,-3.342306,-0.041039,-0.004249,-0.005264
-8.85301,-3.009212,-3.395577,-0.026298,-0.000927,-0.016814
-8.751855,-3.058144,-3.397522,0.002345,0.012282,-0.009752
-8.696788,-3.108272,-3.406949,0.015367,-0.003493,0.0092
-8.758588,-3.042881,-3.345598,0.008627,-0.017835,0.014125
-8.880244,-2.990657,-3.27437,-0.002816,-0.018232,-0.001601
-8.871265,-2.994697,-3.289783,-0.009201,0.004813,-0.012406
-8.806023,-3.012355,-3.395726,-0.0032,0.00288,-0.010697
-8.762778,-3.030461,-3.424606,0.00349,-0.011821,-0.003408
-8.780884,-3.053954,-3.376722,0.009429,-0.011366,0.010157
-8.853309,-3.021183,-3.317615,0.020176,-0.001712,-0.006256
-8.826673,-3.051709,-3.296067,0.024263,-0.005302,-0.017556
-8.76622,-3.056947,-3.286491,0.015547,-0.011253,-0.015804
-8.750508,-3.069217,-3.240253,-0.009546,-0.007995,0.004496
-8.822483,-3.021782,-3.279458,-0.007433,0.010595,0.007412
-8.839991,-2.986018,-3.326444,0.005131,0.012244,0.002415
-8.843433,-2.988113,-3.332579,0.00953,0.002952,-0.00017
-8.833856,-2.986018,-3.337218,0.008811,-0.012489,-0.00926
-8.797943,-3.027917,-3.336769,0.009192,-0.011676,-0.012002
-8.799439,-3.037344,-3.326145,0.017876,0.00827,-0.004906
-8.843283,-3.025523,-3.349338,0.020683,-0.001633,-0.011134
-8.839393,-3.023278,-3.285593,0.013389,-0.0102,-0.020758
-8.769811,-3.049764,-3.236811,0.003975,0.006087,-0.011238
-8.742278,-3.047819,-3.320758,-0.000374,-0.001194,0.004428
-8.776694,-3.015048,-3.31582,0.004581,-0.005108,-0.000234
-8.806023,-3.049614,-3.264644,0.006141,0.009692,-0.00059
-8.821286,-3.055001,-3.242797,-0.006224,0.002571,0.002167
-8.843433,-2.994997,-3.252373,-0.022671,-0.01417,-0.009784
-8.80752,-3.020136,-3.247136,-0.03467,-0.013744,-0.010012
-8.767118,-3.034202,-3.279607,-0.036507,-0.009857,0.002682
-8.790461,-3.009661,-3.335721,-0.034278,-0.012959,0.004471
-8.816797,-3.017891,-3.387197,-0.025943,-0.020883,0.002341
-8.8569,-3.01834,-3.420865,-0.024961,-0.037899,-0.001454
-8.860641,-3.006818,-3.388992,-0.007451,-0.020241,-0.012421
-8.852411,-3.061436,-3.376722,0.010642,-0.0034,-0.022536
-8.834903,-3.039738,-3.374777,0.021004,-0.008972,-0.024257
-8.781632,-3.031658,-3.319561,0.03019,-0.004416,-0.026572
-8.757241,-3.062034,-3.293224,0.034627,-0.006856,-0.009402
-8.77011,-3.044826,-3.205237,0.016376,-0.009457,0.005342
-8.828319,-3.036895,-3.19581,-0.001546,-0.004156,0.000324
-8.818294,-3.039738,-3.215413,-0.012856,-0.005082,-0.00403
-8.821885,-3.032556,-3.293524,-0.010256,-0.019048,-0.010119
-8.784924,-3.05126,-3.240552,0.003006,0.008251,-0.003083
-8.750957,-3.086425,-3.260903,0.008401,0.004594,0.01344
-8.775348,-3.024326,-3.25776,-0.003601,-0.002025,0.013694
-8.920795,-2.970007,-3.215712,-0.006038,-0.006517,-0.004078
-8.935909,-2.934543,-3.238307,-0.019658,-0.01927,-0.031832
-8.81994,-3.009362,-3.266739,-0.029208,-0.021147,-0.024122
-8.768464,-3.045574,-3.304746,-0.021961,-0.016621,-0.007898
-8.790162,-3.021333,-3.325696,-0.018857,-0.021091,-0.005658
-8.882339,-3.036446,-3.27422,-0.000915,-0.004278,-0.011881
-8.85705,-3.058443,-3.290082,0.010889,0.010818,-0.022906
-8.710106,-3.085078,-3.321955,0.015905,0.008575,-0.013048
-8.704569,-3.149572,-3.285294,0.030924,0.023958,0.011322
-8.787768,-3.091663,-3.215562,0.042795,0.042566,0.016197
-8.822334,-2.992752,-3.258209,0.058004,0.011469,-0.003822
-8.754548,-3.032107,-3.248333,0.140901,0.040996,-0.00049
-8.74527,-3.033753,-3.130868,0.136696,0.03252,0.010251
-8.841188,-2.967164,-2.95639,-0.038662,-0.036713,0.004596
-8.976012,-3.004723,-2.973,-0.183931,-0.032208,-0.000973
-8.95192,-2.924966,-3.366846,-0.229656,-0.033124,-0.023251
