 AccelerationX, AccelerationY, AccelerationZ, GyroX, GyroY, GyroZ
1.446247,-8.615984,-4.391564,-0.052575,0.212832,0.02149
1.482759,-8.583812,-4.52953,-0.047544,0.264958,0.027373
1.494281,-8.610597,-4.605995,0.002384,0.293033,0.036221
1.553837,-8.649802,-4.58325,0.047019,0.279369,0.051018
1.584213,-8.661473,-4.522497,0.042496,0.218391,0.042301
1.539472,-8.629002,-4.455011,0.011905,0.141288,0.025207
1.555782,-8.642619,-4.408623,-0.028553,0.096504,0.014836
1.634641,-8.651597,-4.382437,-0.056182,0.072645,0.023882
1.635988,-8.649353,-4.383634,-0.078779,0.095342,0.024861
1.601272,-8.661025,-4.513818,-0.081447,0.124132,0.009277
1.535431,-8.639327,-4.573374,-0.076717,0.160317,-0.012258
1.568202,-8.628254,-4.692486,-0.067135,0.137142,-0.020987
1.609652,-8.615086,-4.755184,-0.042145,0.088998,-0.01345
1.60606,-8.654291,-4.69877,-0.021784,0.049317,-0.006486
1.598728,-8.634838,-4.704756,-0.004404,-0.001387,-0.006151
1.627907,-8.656685,-4.734235,0.003403,-0.057293,-0.000875
1.644218,-8.64621,-4.782717,0.021004,-0.1119,0.005389
1.642871,-8.640225,-4.804115,0.052717,-0.145122,0.010534
1.619677,-8.644564,-4.774936,0.086415,-0.150651,0.016572
1.606509,-8.637531,-4.718373,0.118027,-0.144519,0.020567
1.609352,-8.643517,-4.634726,0.142517,-0.131602,0.025019
1.574337,-8.631995,-4.578162,0.150831,-0.129547,0.024903
1.630002,-8.670302,-4.554669,0.149776,-0.126536,0.083432
1.517475,-8.668357,-4.352808,0.11434,-0.126939,0.083675
1.481412,-8.711452,-4.266467,0.068502,-0.098098,0.056432
1.408239,-8.77849,-4.264672,-0.000654,-0.121162,0.01218
1.471087,-8.777293,-4.314052,-0.053947,-0.185427,0.005238
1.487697,-8.697386,-4.429123,-0.057127,-0.199991,0.008747
1.450437,-8.71639,-4.524443,-0.037287,-0.187741,0.020881
1.392677,-8.725069,-4.534768,-0.021067,-0.156422,0.014991
1.355866,-8.696638,-4.555866,-0.008376,-0.125507,0.008059
