 AccelerationX, AccelerationY, AccelerationZ, GyroX, GyroY, GyroZ
0.562338,-8.378209,-5.176863,-0.057827,0.089201,-0.025207
0.62339,-8.395867,-5.199308,-0.010706,0.118869,-0.010835
0.618452,-8.440309,-5.161001,0.035728,0.199559,0.020775
0.558747,-8.500613,-5.221455,0.030068,0.189399,0.032106
0.582838,-8.490438,-5.228488,0.009709,0.111077,0.019392
0.617105,-8.404695,-5.166837,0.020088,0.042039,0.009042
0.556502,-8.435072,-5.125836,0.031337,-0.00626,-0.003442
0.509217,-8.430732,-5.140201,0.042227,-0.039027,-0.005654
0.544681,-8.454225,-5.140052,0.047994,-0.067743,-0.002097
0.585831,-8.476671,-5.010914,0.041347,-0.053914,0.008531
0.622941,-8.484003,-4.979341,0.029941,-0.020129,0.018185
0.644489,-8.522161,-4.982184,0.011363,0.005633,0.031007
0.604386,-8.497171,-4.988469,-0.004992,0.039551,0.026359
0.563984,-8.437167,-4.981286,-0.013767,0.05483,0.011886
0.546776,-8.467244,-5.108029,-0.016093,0.03984,0.003096
0.535254,-8.475025,-5.175516,-0.014232,0.038175,-0.006063
0.468515,-8.467244,-5.171625,-0.016524,0.049623,-0.016113
0.443825,-8.424896,-5.18614,-0.023597,0.037351,-0.021825
0.451157,-8.412776,-5.22325,-0.017347,0.0141,-0.014509
0.424372,-8.40694,-5.254375,-0.002587,0.003256,-0.009841
0.473453,-8.414272,-5.19018,0.010965,0.005628,-0.005265
0.562787,-8.426093,-5.194819,0.011901,-0.023172,0.005404
0.630274,-8.44824,-5.205144,0.01055,-0.06871,0.013069
0.622792,-8.4647,-5.228936,0.026733,-0.082,0.012901
0.580744,-8.447641,-5.232228,0.048773,-0.092172,0.00595
0.563386,-8.458266,-5.293879,0.075055,-0.109709,0.009514
0.531213,-8.476072,-5.193921,0.082011,-0.107716,0.009894
0.514005,-8.467693,-5.138855,0.068974,-0.105349,0.00751
0.497395,-8.488941,-5.097854,0.052355,-0.107963,-0.00134
0.507571,-8.480262,-5.108927,0.047856,-0.087944,-0.003107
0.485125,-8.47712,-5.070021,0.046228,-0.066063,-0.00213
0.467767,-8.499266,-5.042039,0.033456,-0.041069,-0.005528
0.487819,-8.516475,-5.029469,0.021127,-0.023199,-0.006543
0.500388,-8.512434,-5.056554,0.006124,-0.021676,-0.011056
0.470461,-8.4852,-5.082441,0.005133,-0.023058,-0.022071
0.401328,-8.45632,-5.072864,0.002086,-0.014025,-0.034443
0.418387,-8.454974,-5.078401,-0.004658,-0.000411,-0.03454
0.447416,-8.482956,-5.115212,-0.010402,-0.01334,-0.023069
0.488268,-8.50585,-5.126285,-0.004267,-0.003786,-0.004607
0.501286,-8.480412,-5.080346,0.005989,0.01268,0.003881
0.431704,-8.457667,-5.054758,0.000369,0.005935,-0.00363
0.399083,-8.434922,-5.094861,-0.01415,-0.044366,-0.019659
0.426318,-8.448389,-5.147384,-0.006654,-0.071937,-0.02001
0.44592,-8.466496,-5.16983,0.011668,-0.067925,-0.016003
0.455946,-8.47697,-5.109975,0.021417,-0.046614,-0.005087
0.436942,-8.483854,-5.098901,0.008694,-0.048364,-0.004882
0.419733,-8.475474,-5.127183,0.004171,-0.059965,-0.005782
0.462231,-8.499566,-5.174019,0.005646,-0.079451,0.002564
0.519242,-8.528296,-5.19452,0.023115,-0.08202,0.009472
0.538246,-8.553884,-5.150526,0.047399,-0.068173,0.011291
0.484227,-8.551191,-5.126884,0.068124,-0.059339,0.007759
0.423026,-8.521113,-5.133917,0.074014,-0.068523,0.005113
0.423474,-8.523059,-5.139453,0.072459,-0.084356,0.002768
0.475399,-8.553884,-5.152472,0.07642,-0.087031,0.014366
0.457741,-8.594885,-5.068226,0.081252,-0.052865,0.024107
0.39235,-8.576629,-4.948516,0.064156,0.003635,0.018586
0.467618,-8.553136,-4.956446,0.039988,-0.008572,0.031925
0.473603,-8.579322,-5.055955,0.021579,-0.071156,0.045517
0.362871,-8.516175,-5.036054,0.027861,-0.081088,0.045271
0.304064,-8.524555,-4.986972,0.045423,-0.041897,0.033592
0.374393,-8.592191,-5.017498,0.055274,0.011584,0.033029
0.401029,-8.60491,-4.995951,0.054973,0.059382,0.028533
0.33025,-8.569895,-4.873846,0.023135,0.093906,0.021911
0.28072,-8.486846,-4.943877,0.005774,0.065422,0.023895
0.283414,-8.478916,-5.050718,0.009432,0.013781,0.019466
0.296582,-8.500314,-5.065532,0.039118,0.008889,0.008178
0.324863,-8.549395,-4.985775,0.064689,0.046263,0.008054
0.387262,-8.615984,-4.964228,0.063822,0.058864,0.024454
0.426018,-8.611794,-4.936844,0.042632,0.032751,0.054858
0.361076,-8.598775,-5.021988,0.030221,-0.004444,0.069494
0.23523,-8.556278,-5.111471,0.048227,-0.02877,0.062082
0.200215,-8.520365,-5.115511,0.081005,-0.051982,0.040159
0.272789,-8.558373,-5.045331,0.096805,-0.087551,0.036304
0.266654,-8.566005,-4.897489,0.091817,-0.091312,0.022319
0.155324,-8.612841,-4.889708,0.048542,-0.120905,-0.00076
0.113725,-8.580819,-5.006575,-0.003821,-0.255029,-0.03678
0.117316,-8.575881,-4.96303,-0.019673,-0.379758,-0.067211
0.121805,-8.528146,-5.009119,0.119195,-0.403952,-0.03586
-0.064943,-8.472032,-4.617517,0.244463,0.004075,0.020256
-0.0208,-8.668806,-4.930858,0.189826,0.090713,0.00611
0.023942,-8.889072,-4.930559,-0.051608,-0.096682,0.006217
0.083049,-8.735245,-4.881628,-0.225659,-0.323923,0.010147
