 AccelerationX, AccelerationY, AccelerationZ, GyroX, GyroY, GyroZ
-1.964742,-9.207651,-3.358466,-0.011278,0.139614,-0.014908
-1.744475,-9.174281,-3.396474,0.010947,0.07957,0.016837
-1.856105,-9.167548,-3.359215,0.039495,0.024522,0.041679
-2.017564,-9.196577,-3.342455,0.071707,-0.019567,0.048749
-2.149843,-9.151088,-3.187281,0.077504,0.00333,0.05163
-2.124854,-9.18715,-3.029563,0.043836,0.056774,0.076663
-2.033425,-9.177274,-2.92362,-0.01463,0.109246,0.141275
-2.250101,-9.210494,-2.946963,-0.056598,0.150818,0.204415
-2.657115,-9.148245,-2.98931,-0.095725,0.247955,0.277208
-3.547159,-9.250597,-3.107225,-0.164006,0.34275,0.353487
-5.614253,-9.614366,-3.422212,-0.154074,0.418061,0.297615
-7.739706,-9.77762,-4.251504,-0.168969,0.521602,-0.116345
-9.867852,-10.251523,-5.502474,-0.039619,0.514165,-0.785141
-10.605116,-10.257059,-5.587318,0.026584,0.682929,-1.660998
-11.474062,-7.942315,-7.138163,0.468217,0.856843,-2.864344
-10.034249,-6.558766,-7.999626,1.364119,1.007612,-3.970282
-7.038354,-6.389376,-7.225252,2.165266,0.973265,-4.684325
-4.775534,-5.100996,-4.886566,2.475416,0.909205,-5.299006
-2.286163,-4.250606,-2.829497,2.45093,0.914754,-5.714211
-0.272789,-3.340809,-1.611447,2.312005,0.908086,-6.003943
2.706346,-2.337938,-0.562787,2.271477,1.029399,-6.014375
6.310517,-2.070685,0.279972,2.259378,0.943383,-5.619114
10.495133,-2.254739,1.582567,2.206403,0.433819,-4.817458
14.611962,-2.250998,3.697096,1.730736,-0.231683,-3.730041
16.802208,-1.286584,5.05386,0.876796,-0.850406,-2.68374
17.943793,-0.537349,4.464438,0.34579,-1.115796,-1.850872
18.763508,0.321122,3.946991,0.029973,-1.151062,-0.991994
19.384205,0.389956,3.697096,-0.232617,-0.973769,-0.03221
19.309985,-0.014964,3.17546,-0.398225,-0.897965,1.070454
18.512865,-0.649577,2.103905,-0.380938,-1.252974,2.218557
16.281619,-1.146224,1.100285,-0.201587,-1.790769,3.202283
13.70441,-1.620126,1.017087,-0.084211,-1.981893,3.993033
11.288362,-2.099715,1.22224,-0.174941,-1.785702,4.678248
8.824878,-2.663998,1.265186,-0.458489,-1.364116,5.233913
6.743419,-3.746926,1.130362,-0.903022,-0.71286,5.733943
4.695927,-4.38528,0.600645,-1.476917,-0.112143,6.21133
2.646341,-3.632453,-0.317082,-2.131825,0.104077,6.75259
-0.601244,-2.2712,-2.537106,-2.39238,-0.427797,7.34149
-10.296713,-3.077148,-5.150826,-1.407751,-2.073209,6.642359
-16.71452,-6.560412,-5.894973,-1.182546,-3.025389,4.69618
-19.99338,-8.362348,-6.029198,-0.976886,-2.580415,3.520427
-25.929653,-8.187272,-6.847267,0.239121,0.518589,-0.529056
-25.233688,-7.045537,-6.799682,0.90098,1.954272,-2.275533
-16.953492,-8.545504,-6.308272,1.269563,1.763344,-3.128897
-13.954155,-7.171083,-6.03668,1.649622,0.820176,-3.909463
-10.819547,-6.320842,-5.035006,1.966154,0.0137,-4.587311
-7.561188,-5.485715,-2.857629,1.966492,-0.247056,-5.11612
-4.638915,-4.846463,-0.910395,1.711764,-0.057196,-5.509548
-1.743877,-4.002058,0.429759,1.2932,0.298874,-5.690684
0.856975,-3.49718,0.590919,0.951871,0.261732,-5.809739
3.743484,-2.987964,0.42512,0.683089,-0.248355,-5.914308
6.875549,-1.68073,0.519093,0.2699,-1.201174,-6.154531
10.411485,0.044592,0.481085,-0.404997,-2.184142,-6.057685
15.061324,1.137395,0.200963,-0.972685,-2.104761,-5.211006
18.953249,0.505476,-0.731279,-1.373446,-1.741267,-4.04927
21.910237,0.153977,-1.818247,-1.500227,-0.90882,-2.502653
23.211935,0.423774,-2.940229,-1.364146,-0.302653,-0.700442
22.196045,0.393098,-3.902848,-0.959897,-0.061345,1.02075
19.432238,0.089184,-4.37675,-0.481019,-0.372845,2.335859
16.153679,-0.102202,-3.604321,-0.227215,-0.610223,3.254786
13.627048,-0.596455,-2.593968,-0.252405,-0.474903,4.008277
11.588834,-1.382502,-1.764976,-0.546187,-0.185611,4.705658
9.813833,-2.374749,-1.401805,-1.054321,0.076817,5.38307
8.618677,-3.02268,-1.720533,-1.564008,0.385309,6.284953
7.123947,-2.665046,-2.963872,-1.781973,0.448488,7.450001
4.522048,0.174477,-4.055029,-1.856302,0.239923,8.849246
-3.613299,3.093458,-4.534917,-1.597049,0.694014,9.429215
-15.829264,-1.138443,-4.877438,-1.614468,2.373419,7.055374
-25.196129,-8.136096,-9.730784,-1.966956,2.298047,2.453131
-18.982278,-8.796596,-14.370447,-0.604032,2.257365,-0.470607
-8.615385,-7.947403,-14.103494,0.663376,1.326223,-0.997984
-2.959832,-8.652196,-11.072883,1.058804,0.28243,-0.391148
-4.437054,-8.229769,-9.843162,1.311357,0.01437,0.029457
-9.817723,-7.966856,-10.361955,1.889839,-0.045962,-0.706739
-12.060791,-8.376264,-9.711181,2.26338,-0.539219,-1.998231
-11.342081,-8.41532,-8.639926,2.430987,-1.042825,-3.132532
-9.388413,-7.068431,-7.363517,2.61994,-1.18259,-3.888644
-8.371775,-6.008698,-5.870283,2.806018,-0.928183,-4.703715
-5.752518,-5.153669,-3.858855,2.80974,-0.670498,-5.395509
-2.749591,-3.901052,-1.962198,2.589022,-0.4821,-5.8978
0.115071,-1.954417,-0.501735,2.337636,0.022291,-6.310114
3.299958,-0.075268,0.541838,2.072699,0.570647,-6.610977
7.39539,1.477372,1.022324,1.929471,1.046528,-6.679216
12.979266,1.853411,2.457349,1.719983,1.093969,-6.112128
19.119197,2.141164,6.706907,0.304143,0.266974,-4.971075
24.413076,0.659303,5.606173,-0.843386,-0.538553,-3.173997
24.688708,1.93242,3.296367,-1.240082,-0.520017,-1.002005
22.901137,2.064101,0.859219,-0.912715,0.220559,0.764754
19.882498,1.513734,-0.813879,-0.256381,0.286981,1.961433
17.244537,1.029507,-0.59451,0.268907,-0.15548,2.877289
14.854226,0.36766,0.820912,0.39326,-0.544616,3.647313
12.477681,-0.47884,1.99437,0.137714,-0.775118,4.207454
11.050138,-1.569698,2.716371,-0.46488,-0.836265,4.79566
8.994267,-2.842366,2.88232,-1.295895,-0.595795,5.273397
6.997653,-3.780444,2.041207,-2.129449,-0.084604,5.696787
4.40997,-3.653103,0.252888,-2.746614,0.114972,6.066449
-0.554557,-2.786701,-2.76665,-2.974578,-0.451653,6.064668
-6.994211,-4.320636,-6.010194,-2.322323,-0.864641,4.90815
-10.639533,-7.324461,-8.292617,-1.223254,-1.151943,3.078594
-9.078962,-8.906729,-6.863877,-0.616251,-0.585214,1.881954
-6.078878,-9.955091,-5.267543,-0.533517,0.30888,1.586272
-6.4826,-10.555736,-5.113117,-0.50068,0.963764,1.561118
