 AccelerationX, AccelerationY, AccelerationZ, GyroX, GyroY, GyroZ
-3.24115,-8.243835,-4.940285,0.018605,-0.069822,0.009817
-3.017293,-8.239495,-5.050568,0.123292,-0.176262,0.058473
-3.139397,-8.13041,-4.911106,0.184987,-0.235197,0.095459
-3.337218,-8.28693,-4.64954,0.191743,-0.162879,0.103648
-3.507505,-8.292617,-4.470274,0.169302,-0.05026,0.09339
-3.626916,-8.28304,-4.212598,0.114271,0.050045,0.117653
-3.951181,-8.231265,-3.980211,0.054958,0.19342,0.153266
-4.214244,-8.096442,-3.97228,-0.007124,0.354107,0.172246
-4.470423,-8.231265,-4.212299,-0.086225,0.371628,0.104543
-6.178986,-8.590096,-4.411466,-0.165287,-0.001377,-0.235869
-6.820183,-8.461258,-5.439925,0.00651,-0.560243,-0.632773
-7.69257,-8.343942,-6.130054,0.232584,-1.185186,-1.110668
-8.717438,-8.326884,-6.044761,0.396071,-1.304237,-1.580611
-9.305813,-8.049605,-6.160131,0.483601,-1.219524,-2.180226
-9.213038,-7.514202,-6.921936,0.65959,-1.163173,-2.742093
-8.340052,-7.095366,-7.186496,1.084391,-1.054803,-3.194095
-8.140585,-6.825869,-7.039851,1.496881,-1.166337,-3.805129
-7.40362,-6.623858,-6.131999,1.767195,-1.318244,-4.562519
-5.955577,-5.546467,-4.872051,1.801014,-1.339749,-5.230776
-4.142119,-4.443339,-3.719692,1.664439,-1.14836,-5.721515
-2.137723,-3.591302,-3.15062,1.520855,-0.784644,-6.187436
0.026336,-2.69632,-2.430264,1.375305,-0.232621,-6.426805
2.14715,-1.766771,-1.525406,1.200145,0.472676,-6.540649
5.066131,-1.163432,-1.265485,1.038671,0.841109,-6.409364
8.569746,-1.010353,-1.485452,1.060684,0.730379,-5.985901
12.434885,-0.645836,-1.186177,0.899542,0.068628,-5.171366
15.710901,0.734571,0.788889,0.388024,-0.404493,-4.314195
19.712959,-0.847248,1.189469,-0.315887,-0.713147,-3.264139
20.655376,0.51221,-0.199467,-0.591107,-0.97491,-2.049
20.439898,2.183213,-1.051803,-0.541167,-0.666584,-0.839507
19.64233,2.00275,-1.886481,-0.226583,-0.19165,0.292104
18.747497,1.343147,-1.711405,0.121788,0.211714,1.334014
16.814029,0.344017,-0.535553,0.305893,0.413175,2.79062
15.841385,-0.067187,-0.32187,0.326378,0.286995,3.181015
13.096283,-1.195006,0.632967,0.13074,-0.184433,4.175915
11.492018,-1.750461,1.041328,-0.21808,-0.294629,4.817746
10.00058,-2.101959,1.020229,-0.627578,-0.089189,5.531199
9.212738,-2.158373,0.914136,-1.10586,0.351127,6.173093
7.548619,-2.174534,-0.128988,-1.533233,0.5693,6.875624
4.927866,-1.33372,-1.49877,-1.737959,0.317438,7.339588
1.577929,-1.371429,-3.01415,-1.487981,-0.573568,7.457184
-0.64404,-1.237802,-2.721609,-1.369367,-1.247106,7.548771
-4.093786,-1.245135,-1.693149,-1.595961,-0.664789,7.522982
-10.398766,-2.568529,-2.723704,-1.855083,0.912286,6.577281
-16.228797,-5.744438,-6.176741,-1.644449,2.05608,4.923971
-20.435409,-4.939088,-9.604041,-0.783552,2.107531,2.781283
-21.478682,-6.538415,-10.711359,0.157873,1.360514,0.903518
-20.34832,-8.283638,-9.706542,0.521053,0.151445,-0.54513
-19.254469,-6.941539,-8.878747,0.77658,-0.78582,-1.717273
-17.539024,-6.782324,-8.024017,1.180089,-1.176324,-2.755887
-15.561114,-6.180482,-6.323236,1.568958,-1.245078,-3.698874
-12.758701,-5.674707,-4.261978,1.720638,-1.282727,-4.460341
-11.395203,-4.94238,-2.404676,1.454551,-1.487748,-5.378717
-9.261371,-4.656872,-0.406865,0.79272,-1.651126,-6.393596
-6.501155,-3.331831,-0.721553,0.24112,-1.634765,-7.313809
-2.058565,-1.11914,-1.07769,0.125842,-0.823124,-7.628167
1.061828,0.756867,-1.054945,-0.000868,0.192212,-7.79684
3.867683,1.967884,-2.020706,-0.000902,0.712273,-7.877628
7.148188,2.468123,-3.267786,0.419127,0.601644,-7.696611
11.4172,2.687791,-2.119317,0.549458,0.012535,-7.188252
18.768446,0.298677,-0.497994,-0.106098,-1.323875,-5.539235
21.92161,0.728137,-1.076493,-0.897051,-2.483713,-3.287199
20.743962,-0.80939,-3.664775,-1.079914,-2.373287,-1.772606
19.668367,0.259771,-6.126163,-0.61858,-1.198561,-0.476259
18.040459,1.656339,-6.956054,-0.142795,-0.235884,0.566364
15.897798,1.382203,-7.39928,0.420777,-0.010864,1.168479
15.314361,0.801309,-6.115689,0.730574,-0.042666,1.797704
15.435119,-0.207996,-4.249558,0.618235,0.025802,2.595004
13.310265,-0.498742,-3.703531,0.492699,0.389109,3.290386
10.822091,-1.029357,-2.408118,0.296667,1.597673,3.70939
10.611102,-2.01068,-1.90339,-0.19195,2.4989,4.335817
11.189002,-2.678214,-2.147749,-0.568792,2.578146,5.334591
10.456526,-3.332729,-2.238728,-0.96916,1.921762,6.41966
8.463802,-3.850475,-2.057068,-1.335145,1.271245,7.354469
4.300585,-2.574066,-2.137424,-1.742812,0.78403,7.971984
-1.443853,0.414197,-2.91943,-1.961531,0.36682,8.023256
-6.562507,0.145298,-4.49257,-1.630325,-0.020357,7.269665
-10.588207,-4.362385,-6.266972,-1.100429,-0.193624,5.876721
-15.307179,-6.864027,-8.325238,-0.393638,-0.076099,3.678852
-16.212187,-8.756044,-9.415048,0.676758,0.369419,1.295394
-12.020538,-9.412953,-7.872434,1.302058,0.515311,-0.062324
