SamplingTime, AccelerationX, AccelerationY, AccelerationZ, GyroX, GyroY, GyroZ, MagneticFieldX, MagneticFieldY, MagneticFieldZ
1647835562.576442, -0.664840, -8.029853, -6.367679, 0.011298, 0.003792, 0.000134, , , 
1647835562.596442, -0.745345, -8.045565, -6.233454, 0.095419, -0.142286, 0.024457, , , 
1647835562.616468, -1.010203, -8.187721, -5.876119, 0.120480, -0.145947, 0.075240, , , 
1647835562.636461, -1.457620, -8.329428, -5.754164, 0.131785, -0.067608, 0.141124, , , 
1647835562.656546, -2.659359, -8.664317, -5.737555, 0.142980, -0.097347, 0.034973, , , 
1647835562.676459, -3.390788, -8.826224, -5.458630, 0.126864, -0.168347, -0.107780, , , 
1647835562.696465, -4.443489, -9.051878, -5.568315, 0.118910, -0.499960, -0.321756, , , 
1647835562.716508, -5.836465, -9.168895, -6.189610, 0.223470, -0.850229, -0.658699, , , 
1647835562.736451, -7.021894, -9.268404, -6.647501, 0.320555, -0.850685, -1.116064, , , 
1647835562.756517, -7.407810, -9.071780, -6.504896, 0.300113, -0.217696, -1.620789, , , 
1647835562.776520, -6.863877, -8.771607, -7.016956, 0.380723, 0.430959, -1.984799, , , 
1647835562.796449, -6.621464, -8.575881, -8.457517, 0.688556, 0.563994, -2.466159, , , 
1647835562.816524, -6.214001, -8.205977, -9.236830, 1.157143, 0.433502, -3.079731, , , 
1647835562.836483, -4.701464, -7.822306, -8.923639, 1.562046, 0.326667, -3.605585, , , 
1647835562.856554, -2.893692, -6.954707, -8.035090, 1.775581, 0.351914, -4.007121, , , 
1647835562.876453, -0.672172, -5.957672, -7.293038, 1.962106, 0.573917, -4.262722, , , 
1647835562.896447, 2.150292, -5.546767, -6.498761, 2.109948, 0.736071, -4.244925, , , 
1647835562.916519, 4.063858, -4.218284, -5.511751, 2.192677, 0.697417, -4.256907, , , 
1647835562.936486, 6.797139, -3.241749, -4.925621, 2.355570, 0.380659, -4.058074, , , 
1647835562.956532, 9.597756, -2.412607, -4.172794, 2.602215, -0.017745, -3.551157, , , 
1647835562.976459, 12.374132, -1.944541, -2.659060, 2.716389, -0.424914, -2.735110, , , 
1647835562.995623, 14.242657, -1.610998, -0.674866, 2.501799, -0.601498, -1.733636, , , 
1647835563.016545, 14.717307, -1.582717, 1.117194, 2.025278, -0.466228, -0.833832, , , 
1647835563.036468, 14.572608, -1.774852, 2.451662, 1.410408, -0.147526, -0.174879, , , 
1647835563.055811, 14.227394, -1.782333, 3.232771, 0.724774, 0.142179, 0.345930, , , 
1647835563.076453, 13.802423, -1.913266, 3.555838, 0.090479, 0.455432, 0.792526, , , 
1647835563.096466, 13.524696, -2.275090, 3.569605, -0.444936, 0.733071, 1.258632, , , 
1647835563.116333, 13.138930, -2.734926, 3.269582, -0.865206, 0.888331, 1.740669, , , 
1647835563.136458, 12.577938, -3.044377, 3.077597, -1.371201, 0.725010, 2.183794, , , 
1647835563.156522, 11.898733, -3.431789, 2.518401, -1.850873, 0.543810, 2.605949, , , 
1647835563.176458, 10.420763, -3.224690, 0.796521, -2.410315, 0.623464, 3.324511, , , 
1647835563.196454, 9.372701, -3.049315, -0.829292, -2.653670, 0.591309, 3.783312, , , 
1647835563.216466, 7.787590, -2.675520, -2.400636, -2.804129, 0.417750, 4.217848, , , 
