SamplingTime, AccelerationX, AccelerationY, AccelerationZ, GyroX, GyroY, GyroZ, MagneticFieldX, MagneticFieldY, MagneticFieldZ
1647835675.468197, -0.385766, -8.604761, -5.206640, -0.058722, -0.002160, 0.012833, , , 
1647835675.488279, -0.320823, -8.555380, -5.244648, 0.023409, -0.117036, 0.047612, , , 
1647835675.508283, -0.411952, -8.585158, -4.974104, 0.030178, -0.145745, 0.074721, , , 
1647835675.528298, -0.483479, -8.569596, -4.602254, -0.040792, -0.072163, 0.091844, , , 
1647835675.548243, -0.661548, -8.446295, -4.600608, -0.091761, 0.038981, 0.072547, , , 
1647835675.568205, -0.603638, -8.531139, -4.801272, -0.103150, 0.066571, 0.071862, , , 
1647835675.588178, -0.419434, -8.573187, -4.901380, -0.085383, 0.044200, 0.117117, , , 
1647835675.608198, -0.485873, -8.485649, -4.931457, -0.099493, -0.026873, 0.168337, , , 
1647835675.628187, -0.901866, -8.394969, -5.056105, -0.127035, -0.072764, 0.144233, , , 
1647835675.648194, -0.940023, -8.411728, -5.215918, -0.111964, -0.037600, 0.103074, , , 
1647835675.668240, -0.827795, -8.406341, -5.267094, -0.068874, 0.037766, 0.094574, , , 
1647835675.688229, -0.838419, -8.424747, -5.223400, -0.043547, 0.039285, 0.099637, , , 
1647835675.708203, -0.916530, -8.459912, -5.231181, -0.049952, -0.003846, 0.079935, , , 
1647835675.728195, -0.892738, -8.500613, -5.257816, -0.037616, -0.006405, 0.063996, , , 
1647835675.748193, -0.850091, -8.525154, -5.273379, -0.008030, 0.026578, 0.061220, , , 
1647835675.768282, -0.820014, -8.468291, -5.212626, 0.016027, 0.030140, 0.067992, , , 
1647835675.788188, -0.887650, -8.431480, -5.146037, 0.024393, 0.007649, 0.077889, , , 
1647835675.808201, -0.977582, -8.480262, -5.125686, 0.033816, -0.000588, 0.065682, , , 
1647835675.828207, -0.982670, -8.527099, -5.074510, 0.049254, 0.018148, 0.058548, , , 
1647835675.848195, -1.165527, -8.668506, -5.121946, 0.048273, -0.006760, 0.071518, , , 
1647835675.868202, -1.655291, -9.030031, -5.419126, 0.133048, -0.080748, 0.116372, , , 
1647835675.888191, -3.105429, -9.457845, -5.679645, 0.262175, -0.176144, 0.138590, , , 
1647835675.908200, -5.404611, -10.195708, -6.103568, 0.498241, -0.218805, -0.055329, , , 
1647835675.928224, -7.359028, -10.462661, -6.292710, 0.791562, -0.272260, -0.623900, , , 
1647835675.947615, -7.594857, -10.200945, -5.839607, 1.014700, -0.104766, -1.188246, , , 
1647835675.968289, -8.361899, -10.875511, -5.932532, 1.239810, 0.212041, -1.765792, , , 
1647835675.988308, -8.737639, -9.586982, -5.158906, 1.395248, 0.374587, -2.539600, , , 
1647835676.008325, -8.147319, -8.811859, -5.163395, 1.457469, 0.193652, -3.286810, , , 
1647835676.028312, -6.805817, -7.894730, -5.006126, 1.617577, -0.045706, -3.970478, , , 
1647835676.048256, -3.969886, -6.920440, -4.131644, 1.713009, -0.200094, -4.409066, , , 
1647835676.068206, -1.032350, -5.877915, -2.713229, 1.535123, -0.285617, -4.603964, , , 
1647835676.088128, 1.581370, -4.792743, -1.488894, 1.137310, -0.192727, -4.787567, , , 
1647835676.108346, 5.982811, -3.896862, -0.800112, 0.572142, -0.118711, -4.673344, , , 
1647835676.128204, 9.313444, -2.624793, -1.269077, 0.077748, -0.108655, -4.214112, , , 
1647835676.148213, 11.621754, -1.340753, -2.435352, -0.111463, -0.242849, -3.684732, , , 
1647835676.168277, 15.067010, -0.784999, -3.120094, -0.158262, -0.341028, -3.133729, , , 
1647835676.187902, 17.991228, 0.001047, -2.932598, -0.111384, -0.282529, -2.043062, , , 
1647835676.207434, 19.620183, -0.061202, -2.772785, -0.027235, -0.161041, -0.643514, , , 
1647835676.228213, 18.833538, 0.124050, -1.939603, -0.070795, 0.118353, 0.702148, , , 
1647835676.248301, 16.354642, -0.240318, -1.616236, -0.260291, 0.346272, 1.661510, , , 
1647835676.268222, 14.173524, -0.998382, -1.375319, -0.691463, 0.535575, 2.596174, , , 
1647835676.288196, 12.607716, -1.963844, -1.372775, -0.987197, 0.666429, 3.119621, , , 
1647835676.308220, 11.320384, -2.803311, -1.713201, -1.195906, 0.803148, 3.651245, , , 
1647835676.328202, 9.974094, -3.355324, -2.352453, -1.241279, 0.834158, 4.207301, , , 
1647835676.348203, 8.568548, -3.967043, -3.009511, -1.121559, 0.683953, 4.791913, , , 
1647835676.368202, 6.531232, -4.136133, -3.684527, -0.924853, 0.340792, 5.330093, , , 
1647835676.388196, 3.167978, -4.251504, -3.891924, -0.816901, 0.186185, 5.521436, , , 
1647835676.408207, 0.095469, -4.690989, -3.692607, -0.887825, 0.172083, 5.565244, , , 
1647835676.428200, -2.375048, -4.873248, -3.672406, -1.074582, 0.111674, 5.522145, , , 
1647835676.448217, -6.124218, -5.366004, -4.693234, -1.073719, 0.030515, 5.063731, , , 
1647835676.468297, -9.703849, -5.858911, -5.369745, -1.035910, 0.242910, 4.218263, , , 
1647835676.488197, -12.836363, -6.810905, -5.912182, -1.029721, 0.193829, 3.126830, , , 
1647835676.508215, -16.019753, -7.376835, -7.852084, -0.731910, -0.007258, 1.724269, , , 
1647835676.528207, -18.114829, -7.921515, -9.242816, -0.122900, 0.116912, 0.419185, , , 
1647835676.548211, -17.598729, -8.872313, -9.141361, 0.312980, 0.315923, -0.542585, , , 
1647835676.568269, -17.113903, -8.999355, -8.123077, 0.509317, 0.290409, -1.530574, , , 
1647835676.588195, -15.858144, -8.838195, -7.260566, 0.553253, 0.174846, -2.431674, , , 
1647835676.608214, -13.763667, -8.604461, -6.786963, 0.603081, 0.149783, -3.070068, , , 
1647835676.628195, -11.723657, -8.133103, -6.748207, 0.744069, -0.012807, -3.560190, , , 
1647835676.648291, -10.208876, -7.413795, -6.991218, 1.002859, -0.254983, -4.112141, , , 
1647835676.668208, -8.220342, -6.344485, -6.625654, 1.173582, -0.455272, -4.609903, , , 
1647835676.687750, -5.646575, -5.512649, -5.691017, 1.230887, -0.386214, -5.064361, , , 
1647835676.708209, -2.854637, -4.368670, -4.527136, 1.148589, -0.087805, -5.490042, , , 
1647835676.728198, 0.903362, -3.035249, -3.510797, 0.958143, 0.026882, -5.691468, , , 
1647835676.748223, 5.335778, -2.159271, -2.575263, 0.765278, 0.296411, -5.545582, , , 
1647835676.767305, 8.635586, -0.884957, -1.448492, 0.541522, 0.443445, -5.286405, , , 
1647835676.788198, 13.538163, -0.637157, -1.308730, 0.423987, 0.037167, -4.492864, , , 
1647835676.808217, 17.612795, 0.360627, -1.557428, 0.513048, -0.644006, -3.361982, , , 
1647835676.828198, 19.991135, 0.881216, -1.961599, 0.716431, -1.065494, -2.137030, , , 
1647835676.848204, 21.559936, 1.041777, -0.994492, 0.610731, -1.013546, -0.795586, , , 
1647835676.867291, 21.762994, 1.155352, 0.273089, 0.150432, -0.677703, 0.482246, , , 
1647835676.888249, 20.462194, 0.994791, 0.618901, -0.448592, -0.192912, 1.572075, , , 
1647835676.908227, 18.229900, 0.605434, -0.074220, -0.929065, 0.207011, 2.465012, , , 
1647835676.928205, 16.039954, 0.012121, -1.409287, -1.196592, 0.351989, 3.260239, , , 
1647835676.948259, 13.917794, -0.552163, -2.642899, -1.284367, 0.242741, 4.013680, , , 
1647835676.967382, 11.310209, -1.184531, -3.864541, -1.238544, -0.004837, 4.667189, , , 
1647835676.988201, 6.176142, -2.332401, -5.483919, -1.030138, -0.207564, 5.175187, , , 
1647835677.008203, 2.761113, -3.670910, -5.757905, -0.744841, -0.267214, 5.573363, , , 
1647835677.028202, -2.360982, -4.557512, -6.053290, -0.562811, -0.270087, 5.770100, , , 
1647835677.048204, -7.864952, -6.230012, -6.913407, -0.229719, -0.174934, 5.375065, , , 
1647835677.067416, -12.617892, -7.373094, -6.625055, 0.042145, 0.077256, 4.248502, , , 
1647835677.088202, -14.535647, -8.454525, -6.229114, 0.128800, 0.467092, 2.879421, , , 
1647835677.107450, -14.193426, -9.841815, -6.163423, 0.181291, 0.827410, 1.817100, , , 
1647835677.128215, -13.916596, -10.300155, -6.340145, 0.258539, 0.806633, 1.088984, , , 
1647835677.148240, -13.670293, -10.754455, -6.600215, 0.448010, 0.393033, 0.394950, , , 
1647835677.167541, -13.708301, -10.311827, -5.928343, 0.615600, 0.050482, -0.365214, , , 
1647835677.188282, -12.054656, -10.636540, -5.144391, 0.657376, -0.124222, -1.074141, , , 
1647835677.207704, -10.562769, -10.202591, -4.397700, 0.524914, -0.148053, -1.670122, , , 
1647835677.228220, -8.938453, -9.602395, -4.434660, 0.289265, -0.214518, -2.234551, , , 
1647835677.248222, -7.083844, -8.752902, -5.018995, 0.103752, -0.320893, -2.719203, , , 
1647835677.267634, -5.535843, -7.902661, -6.161628, 0.216107, -0.449416, -3.068973, , , 
1647835677.288206, -3.818153, -7.258471, -6.390723, 0.598573, -0.428481, -3.518508, , , 
1647835677.308229, -1.189020, -6.478111, -5.354033, 0.901061, -0.329111, -3.911774, , , 
1647835677.328221, 1.676240, -5.608417, -4.255394, 1.003654, -0.191331, -4.276258, , , 
1647835677.348218, 4.408623, -4.126407, -3.312378, 1.000225, 0.076873, -4.710678, , , 
1647835677.367597, 8.567202, -2.599504, -2.868703, 1.002529, 0.236413, -5.019509, , , 
1647835677.388213, 14.036755, -1.674594, -1.621174, 1.029695, 0.363957, -4.633116, , , 
1647835677.408235, 19.533244, -1.521366, 0.151583, 0.745794, 0.326245, -3.239496, , , 
1647835677.428217, 21.418827, -1.437718, 0.436942, 0.385882, 0.140913, -1.363601, , , 
1647835677.448223, 19.589807, -1.006612, -0.414496, 0.285633, -0.273673, 0.178172, , , 
1647835677.467647, 17.020380, -1.021726, -0.675165, 0.248493, -0.670663, 1.273098, , , 
1647835677.488207, 14.368053, -1.734898, -0.527323, 0.127270, -0.786648, 2.078278, , , 
1647835677.508075, 11.880777, -2.670732, -0.083199, -0.232463, -0.518237, 2.636348, , , 
1647835677.528213, 9.557803, -3.722984, -0.422876, -0.712631, -0.074073, 3.003126, , , 
1647835677.548218, 7.342119, -4.644003, -1.764826, -1.068478, 0.190682, 3.254888, , , 
1647835677.567703, 4.970512, -5.581782, -3.368342, -1.160858, 0.201169, 3.443026, , , 
1647835677.587489, 2.322376, -6.543652, -4.688595, -0.984355, -0.103444, 3.509480, , , 
1647835677.608218, -0.554258, -7.297826, -5.226991, -0.691655, -0.405695, 3.334322, , , 
1647835677.628216, -2.864363, -8.054394, -5.069572, -0.452675, -0.427430, 2.873737, , , 
1647835677.648332, -4.119224, -8.932317, -4.946271, -0.289641, -0.085893, 2.153511, , , 
1647835677.667766, -4.696077, -9.592369, -4.498855, -0.288769, 0.078030, 1.946686, , , 
1647835677.688265, -4.969315, -10.058340, -4.019715, -0.408911, 0.359664, 1.433524, , , 
1647835677.708346, -5.189282, -10.412533, -4.025102, -0.422453, 0.175133, 1.107166, , , 
1647835677.728318, -5.287594, -10.462661, -4.228310, -0.353448, -0.032044, 0.743695, , , 
1647835677.748343, -4.843470, -10.203938, -4.122666, -0.265019, -0.119917, 0.414475, , , 
1647835677.767902, -4.192546, -10.056545, -3.919158, -0.256573, -0.098830, 0.191222, , , 
1647835677.788212, -3.192069, -10.317363, -4.909610, -0.069558, -0.216882, 0.130904, , , 
1647835677.808226, -2.614169, -9.980230, -4.982334, 0.152381, -0.477305, 0.070841, , , 
1647835677.828222, -2.281973, -9.668834, -4.490176, 0.287146, -0.519912, -0.062224, , , 
1647835677.848224, -1.521814, -9.286809, -3.450045, 0.227673, -0.395650, -0.135148, , , 
1647835677.867862, -0.616357, -8.996512, -2.963722, 0.049364, -0.138393, -0.130825, , , 
1647835677.888234, -0.004190, -8.837597, -2.982876, -0.048659, -0.000371, -0.059504, , , 
1647835677.908191, 0.164452, -8.679580, -3.740641, -0.058569, -0.095754, 0.003768, , , 
1647835677.928223, -0.040851, -8.586206, -3.828179, -0.109784, -0.036309, 0.010543, , , 
1647835677.948242, -0.398335, -8.781932, -3.716848, -0.249777, 0.207066, -0.059469, , , 
1647835677.967915, -0.389207, -8.989329, -3.972579, -0.288599, 0.327307, -0.120321, , , 
